namespace,phase,unix_ts
gsm-1,t0,1780913112.405552648
gsm-1,t_teardown,1780913134.084671689
gsm-2,t0,1780913112.405953042
gsm-2,t_teardown,1780913136.138446493
gsm-3,t0,1780913112.406653939
gsm-3,t_teardown,1780913132.158679554
gsm-4,t0,1780913112.405292433
gsm-4,t_teardown,1780913137.096024394
gsm-5,t0,1780913112.404619800
gsm-5,t_teardown,1780913133.211940868
gsm-6,t0,1780913112.404590994
gsm-6,t_teardown,1780913136.122665498
gsm-7,t0,1780913112.406949673
gsm-7,t_teardown,1780913135.100382359
gsm-8,t0,1780913112.404699965
gsm-8,t_teardown,1780913133.212030823
