namespace,phase,unix_ts
gsm-27,t0,1782470046.896470685
gsm-27,t_apply,1782470048.888501393
gsm-27,t_ready,1782470101.045490852
gsm-27,t_attached,1782470105.566958518
gsm-27,t_test0,1782470105.568448773
gsm-27,t_testN,1782470116.253414506
gsm-27,t_teardown,1782470178.642285881
