namespace,pod,container,restarts,oom_killed,exit_code
gsm-2,msc-test-stub-5b875d749d-xhkm6,msc-test-stub,0,false,
gsm-2,osmo-bsc-594654bd47-tdcd5,osmo-bsc,0,false,
gsm-2,osmo-bts-virtual-5f8b9b86fc-cszht,osmo-bts-virtual,0,false,
gsm-2,osmo-hlr-546bdb8988-bngjx,osmo-hlr,0,false,
gsm-2,osmo-mgw-8c8fc67d6-kdj4g,osmo-mgw,0,false,
gsm-2,osmo-mobile-6b5b79f646-j4n69,mobile,0,false,
gsm-2,osmo-stp-768687f494-j4h2h,osmo-stp,0,false,
gsm-2,ttcn3-tc-26-6-2-1-1-1-pl7zc,ttcn3,0,false,
gsm-2,virtphy-6458f9f999-68954,virtphy,0,false,
