namespace,phase,unix_ts
gsm-2,t0,1781605027.461449816
gsm-2,t_apply,1781605028.336942974
gsm-2,t_ready,1781605074.239358017
gsm-2,t_attached,1781605083.274509357
gsm-2,t_test0,1781605083.276918591
gsm-2,t_testN,1781605264.108685714
gsm-2,t_teardown,1781605317.060014181
