namespace,phase,unix_ts
gsm-3,t0,1780655995.651898817
gsm-3,t_apply,1780655998.326102361
gsm-3,t_ready,1780656035.944405688
gsm-3,t_attached,1780656036.335191754
gsm-3,t_test0,1780656036.336629971
gsm-3,t_testN,1780656245.305696807
gsm-3,t_teardown,1780656304.109179404
