namespace,pod,container,restarts,oom_killed,exit_code
gsm-1,msc-test-stub-589b74d577-gqwzz,msc-test-stub,3,false,137
gsm-1,osmo-bsc-594654bd47-fnjzn,osmo-bsc,0,false,
gsm-1,osmo-bts-virtual-5f8b9b86fc-p7z5m,osmo-bts-virtual,0,false,
gsm-1,osmo-hlr-76d9565554-ckpxm,osmo-hlr,0,false,
gsm-1,osmo-mgw-8c8fc67d6-bjswj,osmo-mgw,0,false,
gsm-1,osmo-mobile-947867b85-m6rkj,mobile,0,false,
gsm-1,osmo-stp-768687f494-wmp2b,osmo-stp,0,false,
gsm-1,ttcn3-tc-26-2-3-1-85mll,ttcn3,0,false,
gsm-1,ttcn3-tc-26-2-3-2-q8jg9,ttcn3,0,false,
gsm-1,virtphy-858665df6d-qs8bh,virtphy,0,false,
gsm-2,msc-test-stub-589b74d577-wb4tw,msc-test-stub,3,false,137
gsm-2,osmo-bsc-594654bd47-jbd5h,osmo-bsc,0,false,
gsm-2,osmo-bts-virtual-5f8b9b86fc-k2smc,osmo-bts-virtual,0,false,
gsm-2,osmo-hlr-76d9565554-jjrnd,osmo-hlr,0,false,
gsm-2,osmo-mgw-8c8fc67d6-mr877,osmo-mgw,0,false,
gsm-2,osmo-mobile-6b5b79f646-pjv4t,mobile,0,false,
gsm-2,osmo-stp-768687f494-trmvg,osmo-stp,0,false,
gsm-2,ttcn3-tc-26-2-3-1-qq8mk,ttcn3,0,false,
gsm-2,ttcn3-tc-26-2-3-2-9w92v,ttcn3,0,false,
gsm-2,virtphy-5875655b57-8k5n2,virtphy,0,false,
gsm-3,msc-test-stub-589b74d577-j55zc,msc-test-stub,3,false,137
gsm-3,osmo-bsc-594654bd47-dnpf6,osmo-bsc,0,false,
gsm-3,osmo-bts-virtual-5f8b9b86fc-jhx9x,osmo-bts-virtual,0,false,
gsm-3,osmo-hlr-76d9565554-npp6m,osmo-hlr,0,false,
gsm-3,osmo-mgw-8c8fc67d6-wdjrh,osmo-mgw,0,false,
gsm-3,osmo-mobile-856799fbbc-g8x2l,mobile,0,false,
gsm-3,osmo-stp-768687f494-xj487,osmo-stp,0,false,
gsm-3,ttcn3-tc-26-2-3-1-xhrn2,ttcn3,0,false,
gsm-3,ttcn3-tc-26-2-3-2-plds8,ttcn3,0,false,
gsm-3,virtphy-5796494ccd-6gn6k,virtphy,0,false,
gsm-4,msc-test-stub-589b74d577-xwwlq,msc-test-stub,3,false,137
gsm-4,osmo-bsc-594654bd47-kswdq,osmo-bsc,0,false,
gsm-4,osmo-bts-virtual-5f8b9b86fc-9pp68,osmo-bts-virtual,0,false,
gsm-4,osmo-hlr-76d9565554-rh2px,osmo-hlr,0,false,
gsm-4,osmo-mgw-8c8fc67d6-pccjq,osmo-mgw,0,false,
gsm-4,osmo-mobile-74f4b9d576-7sr6f,mobile,0,false,
gsm-4,osmo-stp-768687f494-8pcct,osmo-stp,0,false,
gsm-4,ttcn3-tc-26-2-3-1-7xlz5,ttcn3,0,false,
gsm-4,ttcn3-tc-26-2-3-2-7kvnf,ttcn3,0,false,
gsm-4,virtphy-6fd55fff79-fq5rj,virtphy,0,false,
