namespace,phase,unix_ts
gsm-1,t0,1780656309.268362097
gsm-1,t_apply,1780656312.210092131
gsm-1,t_ready,1780656348.689198923
gsm-1,t_attached,1780656348.989622426
gsm-1,t_test0,1780656348.991030716
gsm-1,t_testN,1780656554.680125450
gsm-1,t_teardown,1780656609.018151133
gsm-2,t0,1780656309.268238075
gsm-2,t_apply,1780656312.041000665
gsm-2,t_ready,1780656348.695763300
gsm-2,t_attached,1780656348.984290755
gsm-2,t_test0,1780656348.985581497
gsm-2,t_testN,1780656554.683286596
gsm-2,t_teardown,1780656610.019169859
gsm-3,t0,1780656309.267971957
gsm-3,t_apply,1780656312.079898228
gsm-3,t_ready,1780656348.690683630
gsm-3,t_attached,1780656348.986804284
gsm-3,t_test0,1780656348.988097501
gsm-3,t_testN,1780656558.119145459
gsm-3,t_teardown,1780656618.301462069
gsm-4,t0,1780656309.270141522
gsm-4,t_apply,1780656311.964973967
gsm-4,t_ready,1780656348.693178170
gsm-4,t_attached,1780656348.985118793
gsm-4,t_test0,1780656348.986635934
gsm-4,t_testN,1780656551.356164130
gsm-4,t_teardown,1780656607.009862736
