namespace,phase,unix_ts
gsm-52,t0,1782471732.673831660
gsm-52,t_apply,1782471733.501288521
gsm-52,t_ready,1782471771.764056362
gsm-52,t_attached,1782471773.337441871
gsm-52,t_test0,1782471773.339372863
gsm-52,t_testN,1782471864.080230408
gsm-52,t_teardown,1782471916.392894624
