namespace,phase,unix_ts
gsm-10,t0,1781686352.934015390
gsm-10,t_apply,1781686354.402767704
gsm-10,t_ready,1781686408.860802624
gsm-10,t_attached,1781686439.677918877
gsm-10,t_test0,1781686439.679321737
gsm-10,t_testN,1781687126.520025184
gsm-10,t_teardown,1781687178.725907851
