namespace,phase,unix_ts
gsm-1,t0,1780850617.694741542
gsm-1,t_apply,1780850620.872383734
gsm-1,t_ready,1780850658.347698610
gsm-1,t_attached,1780850659.056261042
gsm-1,t_test0,1780850659.057731741
gsm-1,t_testN,1780850715.746616226
gsm-1,t_teardown,1780850783.059082678
gsm-2,t0,1780850617.695961052
gsm-2,t_apply,1780850620.974260831
gsm-2,t_ready,1780850658.352194320
gsm-2,t_attached,1780850659.063401777
gsm-2,t_test0,1780850659.064700435
gsm-2,t_testN,1780850711.850190662
gsm-2,t_teardown,1780850774.029901184
gsm-3,t0,1780850617.698646385
gsm-3,t_apply,1780850621.042752063
gsm-3,t_ready,1780850658.355474848
gsm-3,t_attached,1780850659.062186765
gsm-3,t_test0,1780850659.063670240
gsm-3,t_testN,1780850715.149945951
gsm-3,t_teardown,1780850780.999857443
gsm-4,t0,1780850617.698342714
gsm-4,t_apply,1780850620.869138582
gsm-4,t_ready,1780850658.355416881
gsm-4,t_attached,1780850659.058324059
gsm-4,t_test0,1780850659.059644382
gsm-4,t_testN,1780850715.152975218
gsm-4,t_teardown,1780850782.022107395
gsm-5,t0,1780850617.699948304
gsm-5,t_apply,1780850620.981521801
gsm-5,t_ready,1780850658.349568944
gsm-5,t_attached,1780850659.055802645
gsm-5,t_test0,1780850659.057225895
gsm-5,t_testN,1780850711.845299033
gsm-5,t_teardown,1780850773.717549955
gsm-6,t0,1780850617.704865766
gsm-6,t_apply,1780850621.045415699
gsm-6,t_ready,1780850663.965431629
gsm-6,t_attached,1780850664.294415481
gsm-6,t_test0,1780850664.296486714
gsm-6,t_testN,1780850721.089795719
gsm-6,t_teardown,1780850785.527990275
gsm-7,t0,1780850617.702966854
gsm-7,t_apply,1780850621.277650892
gsm-7,t_ready,1780850663.959348706
gsm-7,t_attached,1780850664.293183982
gsm-7,t_test0,1780850664.294714981
gsm-7,t_testN,1780850721.086482505
gsm-7,t_teardown,1780850786.150209466
gsm-8,t0,1780850617.704562422
gsm-8,t_apply,1780850621.078299634
gsm-8,t_ready,1780850658.354573431
gsm-8,t_attached,1780850659.059799667
gsm-8,t_test0,1780850659.061287810
gsm-8,t_testN,1780850715.173829700
gsm-8,t_teardown,1780850782.022355592
