namespace,phase,unix_ts
gsm-1,t0,1781605628.294605990
gsm-1,t_apply,1781605629.509417389
gsm-1,t_ready,1781605683.550926635
gsm-1,t_attached,1781605693.014792031
gsm-1,t_test0,1781605693.016201690
gsm-1,t_testN,1781606106.474368651
gsm-1,t_teardown,1781606161.312269017
gsm-2,t0,1781605628.293786399
gsm-2,t_apply,1781605629.498581980
gsm-2,t_ready,1781605683.535211470
gsm-2,t_attached,1781605692.499988781
gsm-2,t_test0,1781605692.501269683
gsm-2,t_testN,1781605946.720472620
gsm-2,t_teardown,1781605999.336572051
gsm-3,t0,1781605628.293784494
gsm-3,t_apply,1781605629.585364509
gsm-3,t_ready,1781605688.953109287
gsm-3,t_attached,1781605698.695743793
gsm-3,t_test0,1781605698.697161395
gsm-3,t_testN,1781605806.782095417
gsm-3,t_teardown,1781605863.270395639
gsm-4,t0,1781605628.297167259
gsm-4,t_apply,1781605629.223215853
gsm-4,t_ready,1781605673.206907037
gsm-4,t_attached,1781605682.591543729
gsm-4,t_test0,1781605682.593375785
gsm-4,t_testN,1781605781.083442059
gsm-4,t_teardown,1781605836.337297533
gsm-5,t0,1781605628.296852901
gsm-5,t_apply,1781605629.508274512
gsm-5,t_ready,1781605673.205722652
gsm-5,t_attached,1781605708.768664890
gsm-5,t_test0,1781605708.770153398
gsm-5,t_testN,1781605924.208224184
gsm-5,t_teardown,1781605976.212605087
gsm-6,t0,1781605628.297945826
gsm-6,t_apply,1781605629.335479670
gsm-6,t_ready,1781605673.201207235
gsm-6,t_attached,1781605705.675308243
gsm-6,t_test0,1781605705.678063740
gsm-6,t_testN,1781605804.271274621
gsm-6,t_teardown,1781605859.047936388
gsm-7,t0,1781605628.298893458
gsm-7,t_apply,1781605629.586756003
gsm-7,t_ready,1781605690.942583714
gsm-7,t_attached,1781605697.459644239
gsm-7,t_test0,1781605697.461500689
gsm-7,t_testN,1781605825.091919877
gsm-7,t_teardown,1781605879.902497004
gsm-8,t0,1781605628.300489080
gsm-8,t_apply,1781605629.512301666
gsm-8,t_ready,1781605678.328748077
gsm-8,t_attached,1781605687.174817731
gsm-8,t_test0,1781605687.176168308
gsm-8,t_testN,1781606003.578685721
gsm-8,t_teardown,1781606056.051912556
