namespace,phase,unix_ts
gsm-1,t0,1782107585.633679861
gsm-1,t_apply,1782107586.646994890
gsm-1,t_ready,1782107668.197490349
gsm-1,t_attached,1782107699.210358748
gsm-1,t_test0,1782107699.215570609
gsm-1,t_testN,1782108239.994181860
gsm-1,t_teardown,1782108295.039392612
