namespace,phase,unix_ts
gsm-1,t0,1780850787.136744028
gsm-1,t_apply,1780850790.670353646
gsm-1,t_ready,1780850828.208706954
gsm-1,t_attached,1780850828.912446714
gsm-1,t_test0,1780850828.913908765
gsm-1,t_testN,1780850895.014991651
gsm-1,t_teardown,1780850961.033247942
gsm-2,t0,1780850787.135880874
gsm-2,t_apply,1780850790.677594976
gsm-2,t_ready,1780850827.793891825
gsm-2,t_attached,1780850828.112549336
gsm-2,t_test0,1780850828.113974175
gsm-2,t_testN,1780850904.101225705
gsm-2,t_teardown,1780850969.060224848
gsm-3,t0,1780850787.139349045
gsm-3,t_apply,1780850791.114185265
gsm-3,t_ready,1780850832.946710135
gsm-3,t_attached,1780850833.236871410
gsm-3,t_test0,1780850833.238422372
gsm-3,t_testN,1780850847.132662341
gsm-3,t_teardown,1780850904.642252673
gsm-4,t0,1780850787.139223822
gsm-4,t_apply,1780850791.101547407
gsm-4,t_ready,1780850832.944315016
gsm-4,t_attached,1780850833.234148413
gsm-4,t_test0,1780850833.235608000
gsm-4,t_testN,1780850899.343400782
gsm-4,t_teardown,1780850965.994381325
gsm-5,t0,1780850787.138024044
gsm-5,t_apply,1780850791.108267665
gsm-5,t_ready,1780850828.198081225
gsm-5,t_attached,1780850828.916209545
gsm-5,t_test0,1780850828.917546954
gsm-5,t_testN,1780850895.011286589
gsm-5,t_teardown,1780850961.018125293
gsm-6,t0,1780850787.141974963
gsm-6,t_apply,1780850791.118335816
gsm-6,t_ready,1780850828.202982021
gsm-6,t_attached,1780850828.908532832
gsm-6,t_test0,1780850828.909962938
gsm-6,t_testN,1780850895.015013128
gsm-6,t_teardown,1780850961.997031737
gsm-7,t0,1780850787.141765006
gsm-7,t_apply,1780850791.105813202
gsm-7,t_ready,1780850828.206419093
gsm-7,t_attached,1780850828.913542420
gsm-7,t_test0,1780850828.914955685
gsm-7,t_testN,1780850895.014549899
gsm-7,t_teardown,1780850959.996364173
gsm-8,t0,1780850787.143567592
gsm-8,t_apply,1780850791.092968187
gsm-8,t_ready,1780850832.943470463
gsm-8,t_attached,1780850833.235773702
gsm-8,t_test0,1780850833.237104123
gsm-8,t_testN,1780850899.345870327
gsm-8,t_teardown,1780850972.856713851
