namespace,phase,unix_ts
gsm-1,t0,1781605027.461659487
gsm-1,t_apply,1781605028.463263377
gsm-1,t_ready,1781605084.724198611
gsm-1,t_attached,1781605090.641545069
gsm-1,t_test0,1781605090.643140218
gsm-1,t_testN,1781605503.853200114
gsm-1,t_teardown,1781605555.663852410
gsm-2,t0,1781605027.461449816
gsm-2,t_apply,1781605028.336942974
gsm-2,t_ready,1781605074.239358017
gsm-2,t_attached,1781605083.274509357
gsm-2,t_test0,1781605083.276918591
gsm-2,t_testN,1781605264.108685714
gsm-2,t_teardown,1781605317.060014181
gsm-3,t0,1781605027.459669279
gsm-3,t_apply,1781605028.420977321
gsm-3,t_ready,1781605078.593671314
gsm-3,t_attached,1781605107.588598286
gsm-3,t_test0,1781605107.589731723
gsm-3,t_testN,1781605215.734472775
gsm-3,t_teardown,1781605268.628424667
gsm-4,t0,1781605027.460907234
gsm-4,t_apply,1781605028.560376377
gsm-4,t_ready,1781605079.328271356
gsm-4,t_attached,1781605088.403284186
gsm-4,t_test0,1781605088.404619143
gsm-4,t_testN,1781605187.539171522
gsm-4,t_teardown,1781605242.349100889
gsm-5,t0,1781605027.461551598
gsm-5,t_apply,1781605028.616185690
gsm-5,t_ready,1781605089.944589445
gsm-5,t_attached,1781605096.079363571
gsm-5,t_test0,1781605096.080872997
gsm-5,t_testN,1781605293.079852496
gsm-5,t_teardown,1781605345.759693681
gsm-6,t0,1781605027.461015702
gsm-6,t_apply,1781605028.606799051
gsm-6,t_ready,1781605089.944679845
gsm-6,t_attached,1781605096.410613091
gsm-6,t_test0,1781605096.412239577
gsm-6,t_testN,1781605198.368751141
gsm-6,t_teardown,1781605251.080858755
gsm-7,t0,1781605027.460874319
gsm-7,t_apply,1781605028.252616241
gsm-7,t_ready,1781605068.072282097
gsm-7,t_attached,1781605102.700080670
gsm-7,t_test0,1781605102.701472757
gsm-7,t_testN,1781605224.588328656
gsm-7,t_teardown,1781605279.037936051
gsm-8,t0,1781605027.461989483
gsm-8,t_apply,1781605028.522351123
gsm-8,t_ready,1781605078.579869053
gsm-8,t_attached,1781605107.748226767
gsm-8,t_test0,1781605107.750295965
gsm-8,t_testN,1781605430.131364284
gsm-8,t_teardown,1781605478.395657103
