namespace,phase,unix_ts
gsm-1,t0,1780913330.765470687
gsm-1,t_teardown,1780913353.039941518
gsm-2,t0,1780913330.765968801
gsm-2,t_teardown,1780913351.976676559
gsm-3,t0,1780913330.770082019
gsm-3,t_teardown,1780913355.206089158
gsm-4,t0,1780913330.772255017
gsm-4,t_teardown,1780913347.121309510
gsm-5,t0,1780913330.774631467
gsm-5,t_teardown,1780913350.105540515
gsm-6,t0,1780913330.773763028
gsm-6,t_teardown,1780913351.028360206
gsm-7,t0,1780913330.777251675
gsm-7,t_teardown,1780913351.033571483
gsm-8,t0,1780913330.777452202
gsm-8,t_teardown,1780913354.101256316
