namespace,phase,unix_ts
gsm-1,t0,1781676940.659703383
gsm-1,t_apply,1781676941.604935716
gsm-1,t_ready,1781676979.078590125
gsm-1,t_attached,1781676979.897597258
gsm-1,t_test0,1781676979.899210607
gsm-1,t_testN,1781677085.087329718
gsm-1,t_teardown,1781677140.389617676
gsm-2,t0,1781676940.658375920
gsm-2,t_apply,1781676941.899432359
gsm-2,t_ready,1781676989.719970288
gsm-2,t_attached,1781676990.612144078
gsm-2,t_test0,1781676990.614903330
gsm-2,t_testN,1781677066.150337639
gsm-2,t_teardown,1781677120.410705151
gsm-3,t0,1781676940.657291314
gsm-3,t_apply,1781676941.844783481
gsm-3,t_ready,1781676984.212210651
gsm-3,t_attached,1781676988.454670168
gsm-3,t_test0,1781676988.502006951
gsm-3,t_testN,1781677183.661349206
gsm-3,t_teardown,1781677238.504487958
gsm-4,t0,1781676940.661235521
gsm-4,t_apply,1781676941.795686119
gsm-4,t_ready,1781676984.216937100
gsm-4,t_attached,1781676985.318423908
gsm-4,t_test0,1781676985.320995144
gsm-4,t_testN,1781677099.477061424
gsm-4,t_teardown,1781677154.165045350
gsm-5,t0,1781676940.659439922
gsm-5,t_apply,1781676941.768788973
gsm-5,t_ready,1781676984.222000699
gsm-5,t_attached,1781676988.452992639
gsm-5,t_test0,1781676988.502018319
gsm-5,t_testN,1781677731.088794754
gsm-5,t_teardown,1781677780.240047949
gsm-6,t0,1781676940.660050165
gsm-6,t_apply,1781676941.792136290
gsm-6,t_ready,1781676984.214595882
gsm-6,t_attached,1781676985.318473447
gsm-6,t_test0,1781676985.320905783
gsm-6,t_testN,1781677092.938605588
gsm-6,t_teardown,1781677146.974439669
gsm-7,t0,1781676940.660764134
gsm-7,t_apply,1781676941.738436590
gsm-7,t_ready,1781676979.074753154
gsm-7,t_attached,1781676983.017541400
gsm-7,t_test0,1781676983.019817232
gsm-7,t_testN,1781677006.741476176
gsm-7,t_teardown,1781677060.700034950
gsm-8,t0,1781676940.659175464
gsm-8,t_apply,1781676941.701606027
gsm-8,t_ready,1781676979.075236182
gsm-8,t_attached,1781676979.889344163
gsm-8,t_test0,1781676979.891395126
gsm-8,t_testN,1781677205.149115483
gsm-8,t_teardown,1781677258.132253533
