namespace,phase,unix_ts
gsm-1,t0,1780473929.138514536
gsm-1,t_apply,1780473931.587379171
gsm-1,t_ready,1780473968.208432593
gsm-1,t_attached,1780473968.506205431
gsm-1,t_test0,1780473968.507621836
gsm-1,t_testN,1780474030.521218408
gsm-1,t_teardown,1780474101.359235559
gsm-2,t0,1780473929.138611421
gsm-2,t_apply,1780473931.666646438
gsm-2,t_ready,1780473968.211288529
gsm-2,t_attached,1780473968.501436854
gsm-2,t_test0,1780473968.502537501
gsm-2,t_testN,1780474030.523238906
gsm-2,t_teardown,1780474094.019145082
gsm-3,t0,1780473929.141751099
gsm-3,t_apply,1780473931.582996954
gsm-3,t_ready,1780473968.211283753
gsm-3,t_attached,1780473968.506549469
gsm-3,t_test0,1780473968.507975151
gsm-3,t_testN,1780474030.524226977
gsm-3,t_teardown,1780474096.992193106
gsm-4,t0,1780473929.142323431
gsm-4,t_apply,1780473931.602663709
gsm-4,t_ready,1780473968.211231226
gsm-4,t_attached,1780473968.503615368
gsm-4,t_test0,1780473968.504865727
gsm-4,t_testN,1780474030.520932768
gsm-4,t_teardown,1780474095.107356536
