namespace,phase,unix_ts
gsm-1,t0,1780850973.136446807
gsm-1,t_apply,1780850976.596775215
gsm-1,t_ready,1780851013.041115925
gsm-1,t_attached,1780851013.338060404
gsm-1,t_test0,1780851013.339346713
gsm-1,t_testN,1780851069.327431892
gsm-1,t_teardown,1780851136.996794374
gsm-2,t0,1780850973.139375830
gsm-2,t_apply,1780850976.604235611
gsm-2,t_ready,1780851013.606682952
gsm-2,t_attached,1780851013.915830474
gsm-2,t_test0,1780851013.917380064
gsm-2,t_testN,1780851070.707932088
gsm-2,t_teardown,1780851135.230714229
gsm-3,t0,1780850973.141284038
gsm-3,t_apply,1780850976.458236950
gsm-3,t_ready,1780851013.037249964
gsm-3,t_attached,1780851013.335397872
gsm-3,t_test0,1780851013.336544428
gsm-3,t_testN,1780851063.086564040
gsm-3,t_teardown,1780851119.356216590
gsm-4,t0,1780850973.143237565
gsm-4,t_apply,1780850976.447402428
gsm-4,t_ready,1780851013.035972073
gsm-4,t_attached,1780851013.331604317
gsm-4,t_test0,1780851013.333034462
gsm-4,t_testN,1780851069.321668768
gsm-4,t_teardown,1780851135.991454843
gsm-5,t0,1780850973.143507864
gsm-5,t_apply,1780850976.725653819
gsm-5,t_ready,1780851013.616052177
gsm-5,t_attached,1780851013.968597497
gsm-5,t_test0,1780851013.969871343
gsm-5,t_testN,1780851070.705798256
gsm-5,t_teardown,1780851137.004612432
gsm-6,t0,1780850973.144236757
gsm-6,t_apply,1780850976.374350265
gsm-6,t_ready,1780851012.840641984
gsm-6,t_attached,1780851013.150930572
gsm-6,t_test0,1780851013.152475826
gsm-6,t_testN,1780851063.086330504
gsm-6,t_teardown,1780851122.030638060
gsm-7,t0,1780850973.147654620
gsm-7,t_apply,1780850976.553666903
gsm-7,t_ready,1780851013.044933188
gsm-7,t_attached,1780851013.335278087
gsm-7,t_test0,1780851013.336452219
gsm-7,t_testN,1780851069.330139854
gsm-7,t_teardown,1780851134.035096648
gsm-8,t0,1780850973.148600229
gsm-8,t_apply,1780850976.633325829
gsm-8,t_ready,1780851013.036859495
gsm-8,t_attached,1780851013.332846723
gsm-8,t_test0,1780851013.334026776
gsm-8,t_testN,1780851069.327419159
gsm-8,t_teardown,1780851135.109048262
