namespace,phase,unix_ts
gsm-1,t0,1783421522.104982999
gsm-1,t_apply,1783421523.898227007
gsm-1,t_ready,1783421581.461460773
gsm-1,t_attached,1783421623.731007883
gsm-1,t_test0,1783421623.732618570
gsm-1,t_testN,1783421669.079401275
gsm-1,t_teardown,1783421742.085445645
gsm-2,t0,1783421522.103042161
gsm-2,t_apply,1783421524.157859117
gsm-2,t_ready,1783421588.170128461
gsm-2,t_attached,1783421590.021522857
gsm-2,t_test0,1783421590.023950959
gsm-2,t_testN,1783421697.176880304
gsm-2,t_teardown,1783421775.100414583
gsm-3,t0,1783421522.101393698
gsm-3,t_apply,1783421523.970222375
gsm-3,t_ready,1783421587.908465871
gsm-3,t_attached,1783421598.962200008
gsm-3,t_test0,1783421598.963457701
gsm-3,t_testN,1783421680.043356886
gsm-3,t_teardown,1783421767.185587037
gsm-4,t0,1783421522.106655234
gsm-4,t_apply,1783421524.219793868
gsm-4,t_ready,1783421592.808440972
gsm-4,t_attached,1783421594.623076632
gsm-4,t_test0,1783421594.624479242
gsm-4,t_testN,1783421759.080207067
gsm-4,t_teardown,1783421815.372650363
gsm-5,t0,1783421522.107985204
gsm-5,t_apply,1783421523.891310825
gsm-5,t_ready,1783421581.817530624
gsm-5,t_attached,1783421623.698696704
gsm-5,t_test0,1783421623.701413091
gsm-5,t_testN,1783421689.501368849
gsm-5,t_teardown,1783421771.152494386
gsm-6,t0,1783421522.119926480
gsm-6,t_apply,1783421523.646106951
gsm-6,t_ready,1783421582.522606467
gsm-6,t_attached,1783421598.954372646
gsm-6,t_test0,1783421598.955987047
gsm-6,t_testN,1783421649.086474746
gsm-6,t_teardown,1783421709.015454349
gsm-7,t0,1783421522.120135932
gsm-7,t_apply,1783421524.128297728
gsm-7,t_ready,1783421588.151095230
gsm-7,t_attached,1783421593.618598448
gsm-7,t_test0,1783421593.624982421
gsm-7,t_testN,1783421694.372057217
gsm-7,t_teardown,1783421775.994711802
gsm-8,t0,1783421522.114175292
gsm-8,t_apply,1783421523.909897926
gsm-8,t_ready,1783421587.379595375
gsm-8,t_attached,1783421630.957380425
gsm-8,t_test0,1783421630.959015418
gsm-8,t_testN,1783421670.271163705
gsm-8,t_teardown,1783421745.982877394
gsm-9,t0,1783421522.120914235
gsm-9,t_apply,1783421524.136232865
gsm-9,t_ready,1783421587.804375165
gsm-9,t_attached,1783421631.247139045
gsm-9,t_test0,1783421631.256427400
gsm-9,t_testN,1783422214.582415508
gsm-9,t_teardown,1783422267.014785662
gsm-10,t0,1783421522.121202775
gsm-10,t_apply,1783421523.928634969
gsm-10,t_ready,1783421587.938328138
gsm-10,t_attached,1783421593.807616721
gsm-10,t_test0,1783421593.818692833
gsm-10,t_testN,1783422160.095678201
gsm-10,t_teardown,1783422213.663487078
