namespace,phase,unix_ts
tc-34-2-2-8,t0,1782199014.578023770
tc-34-2-2-8,t_apply,1782199015.783162720
tc-34-2-2-8,t_ready,1782199053.120337605
tc-34-2-2-8,t_attached,1782199057.479401983
tc-34-2-2-8,t_test0,1782199057.480911406
tc-34-2-2-8,t_testN,1782199391.125817310
tc-34-2-2-8,t_teardown,1782199446.204056167
