namespace,pod,container,restarts,oom_killed,exit_code
gsm-1,msc-test-stub-589b74d577-h7kfm,msc-test-stub,10,false,137
gsm-1,osmo-bsc-594654bd47-mm7xk,osmo-bsc,0,false,
gsm-1,osmo-bts-virtual-5f8b9b86fc-8fkd7,osmo-bts-virtual,0,false,
gsm-1,osmo-hlr-76d9565554-jtpcd,osmo-hlr,0,false,
gsm-1,osmo-mgw-8c8fc67d6-qvqg5,osmo-mgw,0,false,
gsm-1,osmo-mobile-947867b85-57x4j,mobile,0,false,
gsm-1,osmo-stp-768687f494-psk9r,osmo-stp,0,false,
gsm-1,ttcn3-tc-26-2-2-8-pcmlt,ttcn3,0,false,
gsm-1,ttcn3-tc-26-8-1-2-2-1-7-5x8zg,ttcn3,0,false,
gsm-1,ttcn3-tc-26-8-1-2-3-3-6-s2xt5,ttcn3,0,false,
gsm-1,ttcn3-tc-26-8-1-3-1-1-5-mxdk6,ttcn3,0,false,
gsm-1,ttcn3-tc-26-8-1-3-3-7-4-vrvlg,ttcn3,0,false,
gsm-1,ttcn3-tc-26-8-1-3-5-1-3-fbfsb,ttcn3,0,false,
gsm-1,ttcn3-tc-26-8-1-3-5-9-2-csvhf,ttcn3,0,false,
gsm-1,ttcn3-tc-26-8-2-1-1-sq8m5,ttcn3,0,false,
gsm-1,virtphy-858665df6d-xtlh5,virtphy,0,false,
