namespace,phase,unix_ts
gsm-1,t0,1782713788.833337184
gsm-1,t_apply,1782713789.860776026
gsm-1,t_ready,1782713832.588770774
gsm-1,t_attached,1782713954.404262066
gsm-1,t_test0,1782713954.405509442
gsm-1,t_testN,1782714034.266802415
gsm-1,t_teardown,1782714092.980193885
gsm-9,t0,1782714093.071350097
gsm-9,t_apply,1782714093.817132189
gsm-9,t_ready,1782714131.957710616
gsm-9,t_attached,1782714252.542666169
gsm-9,t_test0,1782714252.544951849
gsm-9,t_testN,1782714366.954134601
gsm-9,t_teardown,1782714420.506585898
gsm-2,t0,1782713788.834146310
gsm-2,t_apply,1782713789.668589063
gsm-2,t_ready,1782713826.944205411
gsm-2,t_attached,1782713948.066130031
gsm-2,t_test0,1782713948.067549254
gsm-2,t_testN,1782714061.265661705
gsm-2,t_teardown,1782714123.986347151
gsm-10,t0,1782714124.067236043
gsm-10,t_apply,1782714125.544941917
gsm-10,t_ready,1782714161.895877719
gsm-10,t_attached,1782714284.823561417
gsm-10,t_test0,1782714284.824863883
gsm-10,t_testN,1782714383.323406338
gsm-10,t_teardown,1782714436.091032397
gsm-3,t0,1782713788.834176172
gsm-3,t_apply,1782713790.013711915
gsm-3,t_ready,1782713843.042033716
gsm-3,t_attached,1782713964.088578784
gsm-3,t_test0,1782713964.090587406
gsm-3,t_testN,1782714060.231904596
gsm-3,t_teardown,1782714122.175267105
gsm-4,t0,1782713788.833193625
gsm-4,t_apply,1782713789.785132160
gsm-4,t_ready,1782713827.473096770
gsm-4,t_attached,1782713948.055090116
gsm-4,t_test0,1782713948.060095180
gsm-4,t_testN,1782714027.760755095
gsm-4,t_teardown,1782714083.981148708
gsm-5,t0,1782713788.834281327
gsm-5,t_apply,1782713789.780729035
gsm-5,t_ready,1782713827.440451603
gsm-5,t_attached,1782713948.067940013
gsm-5,t_test0,1782713948.069422759
gsm-5,t_testN,1782714035.046902259
gsm-5,t_teardown,1782714094.027100426
gsm-6,t0,1782713788.833597152
gsm-6,t_apply,1782713789.972478211
gsm-6,t_ready,1782713837.797761551
gsm-6,t_attached,1782713960.286869315
gsm-6,t_test0,1782713960.288014714
gsm-6,t_testN,1782714077.113248711
gsm-6,t_teardown,1782714133.198712217
gsm-7,t0,1782713788.835377387
gsm-7,t_apply,1782713789.923886716
gsm-7,t_ready,1782713832.582491084
gsm-7,t_attached,1782713954.402925094
gsm-7,t_test0,1782713954.404456821
gsm-7,t_testN,1782714057.822507739
gsm-7,t_teardown,1782714118.254840993
gsm-8,t0,1782713788.833806320
gsm-8,t_apply,1782713789.997432410
gsm-8,t_ready,1782713837.795207069
gsm-8,t_attached,1782713960.305102921
gsm-8,t_test0,1782713960.306362229
gsm-8,t_testN,1782714053.284094206
gsm-8,t_teardown,1782714112.486414522
