namespace,phase,unix_ts
gsm-7,t0,1780850973.147654620
gsm-7,t_apply,1780850976.553666903
gsm-7,t_ready,1780851013.044933188
gsm-7,t_attached,1780851013.335278087
gsm-7,t_test0,1780851013.336452219
gsm-7,t_testN,1780851069.330139854
gsm-7,t_teardown,1780851134.035096648
