namespace,phase,unix_ts
gsm-1,t0,1781086745.584353089
gsm-1,t_apply,1781086746.097594723
gsm-1,t_ready,1781086782.900538993
gsm-1,t_attached,1781086783.183269455
gsm-1,t_test0,1781086783.184439503
gsm-1,t_testN,1781086919.799414335
gsm-1,t_teardown,1781086974.997469723
gsm-2,t0,1781086745.589486263
gsm-2,t_apply,1781086746.185862003
gsm-2,t_ready,1781086782.874945872
gsm-2,t_attached,1781086783.146047396
gsm-2,t_test0,1781086783.147377986
gsm-2,t_testN,1781086919.801299668
gsm-2,t_teardown,1781086972.076226923
gsm-3,t0,1781086745.589595952
gsm-3,t_apply,1781086746.162116717
gsm-3,t_ready,1781086782.920426274
gsm-3,t_attached,1781086783.203669515
gsm-3,t_test0,1781086783.204958263
gsm-3,t_testN,1781086939.222644930
gsm-3,t_teardown,1781086990.079504695
