namespace,phase,unix_ts
tc-26-7-5-6-4,t0,1782366198.135805929
tc-26-7-5-6-4,t_apply,1782366199.728548460
tc-26-7-5-6-4,t_ready,1782366247.360234581
tc-26-7-5-6-4,t_attached,1782366256.691593106
tc-26-7-5-6-4,t_test0,1782366256.693247541
tc-26-7-5-6-4,t_testN,1782366377.997486914
tc-26-7-5-6-4,t_teardown,1782366450.338850276
