namespace,phase,unix_ts
gsm-1,t0,1781686352.933915816
gsm-1,t_apply,1781686354.777981655
gsm-1,t_teardown,1781686614.014238007
gsm-2,t0,1781686352.934284958
gsm-2,t_apply,1781686354.629491303
gsm-2,t_ready,1781686418.509757580
gsm-2,t_attached,1781686430.556035139
gsm-2,t_test0,1781686430.557164608
gsm-2,t_testN,1781687030.763475011
gsm-2,t_teardown,1781687082.207541007
gsm-3,t0,1781686352.933299676
gsm-3,t_apply,1781686354.656331328
gsm-3,t_ready,1781686429.944163335
gsm-3,t_attached,1781686435.324678797
gsm-3,t_test0,1781686435.327059020
gsm-3,t_testN,1781687004.301479902
gsm-3,t_teardown,1781687059.988183897
gsm-4,t0,1781686352.933725966
gsm-4,t_apply,1781686354.705894909
gsm-4,t_ready,1781686429.941391109
gsm-4,t_attached,1781686435.406652566
gsm-4,t_test0,1781686435.409145164
gsm-4,t_testN,1781687031.566606202
gsm-4,t_teardown,1781687084.886222835
gsm-5,t0,1781686352.933531576
gsm-5,t_apply,1781686354.747336668
gsm-5,t_ready,1781686429.941689314
gsm-5,t_attached,1781686438.700303285
gsm-5,t_test0,1781686438.702570902
gsm-5,t_testN,1781687036.235668698
gsm-5,t_teardown,1781687099.294281661
gsm-6,t0,1781686352.932331279
gsm-6,t_apply,1781686354.474041650
gsm-6,t_ready,1781686409.358351150
gsm-6,t_attached,1781686444.847636051
gsm-6,t_test0,1781686444.849855051
gsm-6,t_testN,1781687119.754346433
gsm-6,t_teardown,1781687175.712175711
gsm-7,t0,1781686352.933168469
gsm-7,t_apply,1781686354.246317031
gsm-7,t_ready,1781686400.016515663
gsm-7,t_attached,1781686451.119395717
gsm-7,t_test0,1781686451.120543517
gsm-7,t_testN,1781687146.098351681
gsm-7,t_teardown,1781687200.029355087
gsm-8,t0,1781686352.933790958
gsm-8,t_apply,1781686354.637773001
gsm-8,t_ready,1781686419.605277807
gsm-8,t_attached,1781686432.304013418
gsm-8,t_test0,1781686432.305551476
gsm-8,t_testN,1781687051.989684025
gsm-8,t_teardown,1781687102.125023766
gsm-9,t0,1781686352.933374301
gsm-9,t_apply,1781686354.772998507
gsm-9,t_teardown,1781686613.114740330
gsm-10,t0,1781686352.934015390
gsm-10,t_apply,1781686354.402767704
gsm-10,t_ready,1781686408.860802624
gsm-10,t_attached,1781686439.677918877
gsm-10,t_test0,1781686439.679321737
gsm-10,t_testN,1781687126.520025184
gsm-10,t_teardown,1781687178.725907851
gsm-11,t0,1781686352.933552307
gsm-11,t_apply,1781686354.580104415
gsm-11,t_ready,1781686416.174795133
gsm-11,t_attached,1781686448.005358951
gsm-11,t_test0,1781686448.006754063
gsm-11,t_testN,1781687217.434440157
gsm-11,t_teardown,1781687270.520922545
gsm-12,t0,1781686352.932921778
gsm-12,t_apply,1781686354.751106230
gsm-12,t_teardown,1781686646.371765570
gsm-13,t0,1781686352.933719891
gsm-13,t_apply,1781686354.427473428
gsm-13,t_ready,1781686405.296468930
gsm-13,t_attached,1781686439.296208412
gsm-13,t_test0,1781686439.297463870
gsm-13,t_testN,1781687162.365541280
gsm-13,t_teardown,1781687213.975035015
gsm-14,t0,1781686352.933376229
gsm-14,t_apply,1781686354.093785150
gsm-14,t_ready,1781686393.555387383
gsm-14,t_attached,1781686428.630538359
gsm-14,t_test0,1781686428.632371507
gsm-14,t_testN,1781686907.115573383
gsm-14,t_teardown,1781686962.145549854
gsm-15,t0,1781686352.933628777
gsm-15,t_apply,1781686354.521678054
gsm-15,t_ready,1781686419.592892100
gsm-15,t_attached,1781686428.734018848
gsm-15,t_test0,1781686428.735703997
gsm-15,t_testN,1781687227.209783706
gsm-15,t_teardown,1781687280.770048425
gsm-16,t0,1781686352.932765383
gsm-16,t_apply,1781686354.402410757
gsm-16,t_ready,1781686401.540129067
gsm-16,t_attached,1781686454.202864108
gsm-16,t_test0,1781686454.204254631
gsm-16,t_testN,1781687446.162175969
gsm-16,t_teardown,1781687501.202904191
