namespace,phase,unix_ts
gsm-1,t0,1780991967.160874921
gsm-1,t_apply,1780991969.855252193
gsm-1,t_ready,1780992001.117746461
gsm-1,t_attached,1780992002.132630466
gsm-1,t_test0,1780992002.134055936
gsm-1,t_testN,1780992162.483163021
gsm-1,t_teardown,1780992217.555380044
