namespace,phase,unix_ts
gsm-5,t0,1781689017.880176382
gsm-5,t_apply,1781689019.538962924
gsm-5,t_ready,1781689070.400147657
gsm-5,t_attached,1781689105.009428122
gsm-5,t_test0,1781689105.010725770
gsm-5,t_testN,1781689689.589075606
gsm-5,t_teardown,1781689749.132026250
