namespace,pod,container,restarts,oom_killed,exit_code
gsm-7,msc-test-stub-5b875d749d-dhsch,msc-test-stub,0,false,
gsm-7,osmo-bsc-594654bd47-8dprk,osmo-bsc,0,false,
gsm-7,osmo-bts-virtual-5f8b9b86fc-pkdv2,osmo-bts-virtual,0,false,
gsm-7,osmo-hlr-546bdb8988-64rw5,osmo-hlr,0,false,
gsm-7,osmo-mgw-8c8fc67d6-l7gbr,osmo-mgw,0,false,
gsm-7,osmo-mobile-6865667c79-t2stn,mobile,0,false,
gsm-7,osmo-stp-768687f494-2stvw,osmo-stp,0,false,
gsm-7,ttcn3-tc-26-8-1-3-3-1-1-6cs7r,ttcn3,0,false,
gsm-7,virtphy-6cd7658d46-2msgj,virtphy,0,false,
