namespace,pod,container,restarts,oom_killed,exit_code
gsm-1,msc-test-stub-5b875d749d-pq4gj,msc-test-stub,1,false,137
gsm-1,osmo-bsc-594654bd47-pwx5j,osmo-bsc,0,false,
gsm-1,osmo-bts-virtual-5f8b9b86fc-lcfnp,osmo-bts-virtual,0,false,
gsm-1,osmo-hlr-546bdb8988-ttlwr,osmo-hlr,0,false,
gsm-1,osmo-mgw-8c8fc67d6-57snz,osmo-mgw,0,false,
gsm-1,osmo-mobile-947867b85-rj7g9,mobile,0,false,
gsm-1,osmo-stp-768687f494-9lmwq,osmo-stp,0,false,
gsm-1,ttcn3-tc-26-6-1-1-1-24r4z,ttcn3,0,false,
gsm-1,virtphy-858665df6d-h464f,virtphy,0,false,
gsm-1,msc-test-stub-5b875d749d-5dq7j,msc-test-stub,0,false,
gsm-1,osmo-bsc-594654bd47-wq4z2,osmo-bsc,0,false,
gsm-1,osmo-bts-virtual-5f8b9b86fc-hdksv,osmo-bts-virtual,0,false,
gsm-1,osmo-hlr-546bdb8988-mzfps,osmo-hlr,0,false,
gsm-1,osmo-mgw-8c8fc67d6-tbkkh,osmo-mgw,0,false,
gsm-1,osmo-mobile-947867b85-ct87z,mobile,0,false,
gsm-1,osmo-stp-768687f494-q29bh,osmo-stp,0,false,
gsm-1,ttcn3-tc-26-6-8-2-1-wcdqk,ttcn3,0,false,
gsm-1,virtphy-858665df6d-vxz2h,virtphy,0,false,
gsm-1,msc-test-stub-5b875d749d-8kz7m,msc-test-stub,0,false,
gsm-1,osmo-bsc-594654bd47-t2tf2,osmo-bsc,0,false,
gsm-1,osmo-bts-virtual-5f8b9b86fc-pxq65,osmo-bts-virtual,0,false,
gsm-1,osmo-hlr-546bdb8988-5nvbk,osmo-hlr,0,false,
gsm-1,osmo-mgw-8c8fc67d6-qktml,osmo-mgw,0,false,
gsm-1,osmo-mobile-947867b85-4lfs7,mobile,0,false,
gsm-1,osmo-stp-768687f494-v2whl,osmo-stp,0,false,
gsm-1,ttcn3-tc-26-7-4-1-1-qmzsk,ttcn3,0,false,
gsm-1,virtphy-858665df6d-9lhs5,virtphy,0,false,
gsm-1,msc-test-stub-5b875d749d-2scwj,msc-test-stub,0,false,
gsm-1,osmo-bsc-594654bd47-mvw8v,osmo-bsc,0,false,
gsm-1,osmo-bts-virtual-5f8b9b86fc-szvs9,osmo-bts-virtual,0,false,
gsm-1,osmo-hlr-546bdb8988-pzfkn,osmo-hlr,0,false,
gsm-1,osmo-mgw-8c8fc67d6-kkqtj,osmo-mgw,0,false,
gsm-1,osmo-mobile-947867b85-dtr9m,mobile,0,false,
gsm-1,osmo-stp-768687f494-wpbzv,osmo-stp,0,false,
gsm-1,ttcn3-tc-26-8-1-3-3-1-1-d89rr,ttcn3,0,false,
gsm-1,virtphy-858665df6d-796pw,virtphy,0,false,
gsm-2,msc-test-stub-5b875d749d-rfg97,msc-test-stub,0,false,
gsm-2,osmo-bsc-594654bd47-nl4dd,osmo-bsc,0,false,
gsm-2,osmo-bts-virtual-5f8b9b86fc-8wb27,osmo-bts-virtual,0,false,
gsm-2,osmo-hlr-546bdb8988-24lpf,osmo-hlr,0,false,
gsm-2,osmo-mgw-8c8fc67d6-h7856,osmo-mgw,0,false,
gsm-2,osmo-mobile-6b5b79f646-lzlbp,mobile,0,false,
gsm-2,osmo-stp-768687f494-cb5sm,osmo-stp,0,false,
gsm-2,ttcn3-tc-26-6-2-1-1-1-qc277,ttcn3,0,false,
gsm-2,virtphy-6458f9f999-qjnrb,virtphy,0,false,
gsm-2,msc-test-stub-5b875d749d-5fml5,msc-test-stub,0,false,
gsm-2,osmo-bsc-594654bd47-jz26f,osmo-bsc,0,false,
gsm-2,osmo-bts-virtual-5f8b9b86fc-sjf8k,osmo-bts-virtual,0,false,
gsm-2,osmo-hlr-546bdb8988-qfd82,osmo-hlr,0,false,
