namespace,phase,unix_ts
gsm-1,t0,1782976555.010581002
gsm-1,t_apply,1782976555.971619787
gsm-1,t_ready,1782976599.507424187
gsm-1,t_attached,1782976600.977752631
gsm-1,t_test0,1782976600.979229441
gsm-1,t_testN,1782976839.123987406
gsm-1,t_teardown,1782976892.331736463
gsm-2,t0,1782976555.012043737
gsm-2,t_apply,1782976555.785418348
gsm-2,t_ready,1782976593.105630286
gsm-2,t_attached,1782976594.521213820
gsm-2,t_test0,1782976594.522881334
gsm-2,t_testN,1782976780.499710256
gsm-2,t_teardown,1782976833.811600895
gsm-3,t0,1782976555.014367541
gsm-3,t_apply,1782976556.200632967
gsm-3,t_ready,1782976605.971651416
gsm-3,t_attached,1782976607.839262298
gsm-3,t_test0,1782976607.840736941
gsm-3,t_testN,1782977481.355637413
gsm-3,t_teardown,1782977532.476448990
gsm-4,t0,1782976555.019378171
gsm-4,t_apply,1782976556.201231594
gsm-4,t_ready,1782976599.857478844
gsm-4,t_attached,1782976612.213280160
gsm-4,t_test0,1782976612.226447260
gsm-4,t_testN,1782976761.102089817
gsm-4,t_teardown,1782976817.171260898
gsm-5,t0,1782976555.017388223
gsm-5,t_apply,1782976556.200624057
gsm-5,t_ready,1782976599.849638461
gsm-5,t_attached,1782976604.479210108
gsm-5,t_test0,1782976604.482272609
gsm-5,t_testN,1782976704.481166322
gsm-5,t_teardown,1782976763.301814739
gsm-6,t0,1782976555.021007534
gsm-6,t_apply,1782976555.906646737
gsm-6,t_ready,1782976593.087897564
gsm-6,t_attached,1782976598.253668175
gsm-6,t_test0,1782976598.255087732
gsm-6,t_testN,1782976758.092089854
gsm-6,t_teardown,1782976813.691243957
gsm-7,t0,1782976555.023081629
gsm-7,t_apply,1782976555.841351154
gsm-7,t_ready,1782976593.946654794
gsm-7,t_attached,1782976618.464587110
gsm-7,t_test0,1782976618.465944312
gsm-7,t_testN,1782976740.824068401
gsm-7,t_teardown,1782976796.498552638
gsm-8,t0,1782976555.022327885
gsm-8,t_apply,1782976556.082461442
gsm-8,t_ready,1782976599.761187046
gsm-8,t_attached,1782976600.978515031
gsm-8,t_test0,1782976600.980068667
gsm-8,t_testN,1782976743.599222697
gsm-8,t_teardown,1782976799.690330718
