namespace,phase,unix_ts
gsm-par-3,t0,1780039033.066030896
gsm-par-3,t_apply,1780039042.977754725
gsm-par-3,t_ready,1780039080.515331693
gsm-par-3,t_attached,1780039081.335348208
gsm-par-3,t_test0,1780039081.336630974
gsm-par-3,t_testN,1780039151.673873236
gsm-par-3,t_teardown,1780039204.330567550
