namespace,phase,unix_ts
gsm-1,t0,1781689017.876632127
gsm-1,t_apply,1781689019.196588970
gsm-1,t_ready,1781689059.105843113
gsm-1,t_attached,1781689092.869501699
gsm-1,t_test0,1781689092.870766323
gsm-1,t_testN,1781689669.615836905
gsm-1,t_teardown,1781689721.378597465
gsm-2,t0,1781689017.875182872
gsm-2,t_apply,1781689019.335600862
gsm-2,t_ready,1781689065.170622646
gsm-2,t_attached,1781689095.606080764
gsm-2,t_test0,1781689095.607540504
gsm-2,t_testN,1781689676.369942925
gsm-2,t_teardown,1781689730.238153633
gsm-3,t0,1781689017.875183075
gsm-3,t_apply,1781689018.874246688
gsm-3,t_ready,1781689060.536142704
gsm-3,t_attached,1781689084.012253691
gsm-3,t_test0,1781689084.013673722
gsm-3,t_testN,1781689576.134485466
gsm-3,t_teardown,1781689630.459278668
gsm-4,t0,1781689017.879677643
gsm-4,t_apply,1781689019.579382930
gsm-4,t_ready,1781689080.763771216
gsm-4,t_attached,1781689085.821529501
gsm-4,t_test0,1781689085.823049722
gsm-4,t_testN,1781689600.280979165
gsm-4,t_teardown,1781689654.982394799
gsm-5,t0,1781689017.880176382
gsm-5,t_apply,1781689019.538962924
gsm-5,t_ready,1781689070.400147657
gsm-5,t_attached,1781689105.009428122
gsm-5,t_test0,1781689105.010725770
gsm-5,t_testN,1781689689.589075606
gsm-5,t_teardown,1781689749.132026250
gsm-6,t0,1781689017.881665643
gsm-6,t_apply,1781689019.408222148
gsm-6,t_ready,1781689065.173720956
gsm-6,t_attached,1781689092.631306605
gsm-6,t_test0,1781689092.632990652
gsm-6,t_testN,1781689687.016911979
gsm-6,t_teardown,1781689746.141676564
gsm-7,t0,1781689017.884314375
gsm-7,t_apply,1781689019.071413822
gsm-7,t_ready,1781689058.449458197
gsm-7,t_attached,1781689085.912028875
gsm-7,t_test0,1781689085.913468149
gsm-7,t_testN,1781689617.098207132
gsm-7,t_teardown,1781689670.628104964
gsm-8,t0,1781689017.888081172
gsm-8,t_apply,1781689019.626243285
gsm-8,t_ready,1781689084.948689177
gsm-8,t_attached,1781689086.232001571
gsm-8,t_test0,1781689086.233343537
gsm-8,t_testN,1781689741.164864267
gsm-8,t_teardown,1781689799.313540380
gsm-9,t0,1781689017.891379153
gsm-9,t_apply,1781689019.556740531
gsm-9,t_ready,1781689076.327575038
gsm-9,t_attached,1781689081.623681091
gsm-9,t_test0,1781689081.625500134
gsm-9,t_testN,1781689718.298301069
gsm-9,t_teardown,1781689772.555670270
gsm-10,t0,1781689017.886705870
gsm-10,t_apply,1781689019.667472403
gsm-10,t_teardown,1781689278.980659418
gsm-11,t0,1781689017.892457195
gsm-11,t_apply,1781689019.473235214
gsm-11,t_ready,1781689065.699878138
gsm-11,t_attached,1781689070.707812036
gsm-11,t_test0,1781689070.709289050
gsm-11,t_testN,1781689486.302231886
gsm-11,t_teardown,1781689539.858008574
gsm-12,t0,1781689017.897896897
gsm-12,t_apply,1781689019.583247549
gsm-12,t_ready,1781689084.943538677
gsm-12,t_attached,1781689086.230390652
gsm-12,t_test0,1781689086.231630910
gsm-12,t_testN,1781689741.095220189
gsm-12,t_teardown,1781689801.140028712
gsm-13,t0,1781689017.900335301
gsm-13,t_apply,1781689019.630613732
gsm-13,t_ready,1781689085.941918188
gsm-13,t_attached,1781689087.363587437
gsm-13,t_test0,1781689087.364753272
gsm-13,t_testN,1781689603.588036230
gsm-13,t_teardown,1781689661.548696495
gsm-14,t0,1781689017.902525478
gsm-14,t_apply,1781689019.702623161
gsm-14,t_teardown,1781689280.036213289
gsm-15,t0,1781689017.919039367
gsm-15,t_apply,1781689019.679006074
gsm-15,t_teardown,1781689314.217315599
gsm-16,t0,1781689017.901856544
gsm-16,t_apply,1781689019.548583208
gsm-16,t_ready,1781689075.632866412
gsm-16,t_attached,1781689077.640195649
gsm-16,t_test0,1781689077.641533699
gsm-16,t_testN,1781689848.218498511
gsm-16,t_teardown,1781689901.290270423
