namespace,phase,unix_ts
gsm-9,t0,1782201517.270854327
gsm-9,t_apply,1782201518.576128623
gsm-9,t_ready,1782201554.762714859
gsm-9,t_attached,1782201555.652588798
gsm-9,t_test0,1782201555.655512717
gsm-9,t_testN,1782201748.267401314
gsm-9,t_teardown,1782201800.809437299
gsm-16,t0,1782203596.026531331
gsm-16,t_apply,1782203596.825257240
gsm-16,t_ready,1782203633.226445099
gsm-16,t_attached,1782203635.329623365
gsm-16,t_test0,1782203635.332618861
gsm-16,t_testN,1782204047.368248277
gsm-16,t_teardown,1782204100.500787613
gsm-10,t0,1782201800.891671782
gsm-10,t_apply,1782201801.603131079
gsm-10,t_ready,1782201838.306504641
gsm-10,t_attached,1782201839.165809010
gsm-10,t_test0,1782201839.167796414
gsm-10,t_testN,1782202034.675135307
gsm-10,t_teardown,1782202087.127798275
gsm-13,t0,1782202680.248650689
gsm-13,t_apply,1782202681.582479746
gsm-13,t_ready,1782202717.806366791
gsm-13,t_attached,1782202718.629268016
gsm-13,t_test0,1782202718.631949127
gsm-13,t_testN,1782202793.896185766
gsm-13,t_teardown,1782202847.828853483
gsm-8,t0,1782201245.779773620
gsm-8,t_apply,1782201246.602902361
gsm-8,t_ready,1782201283.781357053
gsm-8,t_attached,1782201284.664222395
gsm-8,t_test0,1782201284.666465934
gsm-8,t_testN,1782201464.314449261
gsm-8,t_teardown,1782201517.178751960
gsm-1,t0,1782199889.573565826
gsm-1,t_apply,1782199890.599914255
gsm-1,t_ready,1782199927.407531754
gsm-1,t_attached,1782199928.265236711
gsm-1,t_test0,1782199928.267617590
gsm-1,t_testN,1782200023.247682977
gsm-1,t_teardown,1782200075.673196559
gsm-3,t0,1782200259.170533286
gsm-3,t_apply,1782200260.493143324
gsm-3,t_ready,1782200296.616141587
gsm-3,t_attached,1782200297.429843261
gsm-3,t_test0,1782200297.431963920
gsm-3,t_testN,1782200395.559297520
gsm-3,t_teardown,1782200448.331464307
gsm-4,t0,1782200448.512404524
gsm-4,t_apply,1782200449.632030779
gsm-4,t_ready,1782200486.113090650
gsm-4,t_attached,1782200487.329510794
gsm-4,t_test0,1782200487.331396359
gsm-4,t_testN,1782200582.596524256
gsm-4,t_teardown,1782200635.982205080
gsm-14,t0,1782202847.908269605
gsm-14,t_apply,1782202849.582527586
gsm-14,t_ready,1782202886.349701643
gsm-14,t_attached,1782202887.182770722
gsm-14,t_test0,1782202887.185101575
gsm-14,t_testN,1782203118.096423702
gsm-14,t_teardown,1782203169.019335202
gsm-11,t0,1782202087.217450567
gsm-11,t_apply,1782202088.556919090
gsm-11,t_ready,1782202125.182175161
gsm-11,t_attached,1782202126.058355438
gsm-11,t_test0,1782202126.060529058
gsm-11,t_testN,1782202325.084134244
gsm-11,t_teardown,1782202377.456345898
gsm-12,t0,1782202377.534591002
gsm-12,t_apply,1782202378.590201784
gsm-12,t_ready,1782202415.166909160
gsm-12,t_attached,1782202416.340150365
gsm-12,t_test0,1782202416.342171501
gsm-12,t_testN,1782202627.959758686
gsm-12,t_teardown,1782202680.161621226
gsm-6,t0,1782200831.101778835
gsm-6,t_apply,1782200832.407988412
gsm-6,t_ready,1782200868.585038784
gsm-6,t_attached,1782200870.208626742
gsm-6,t_test0,1782200870.211134801
gsm-6,t_testN,1782200987.938980002
gsm-6,t_teardown,1782201041.603307632
gsm-2,t0,1782200075.758228899
gsm-2,t_apply,1782200076.639685209
gsm-2,t_ready,1782200113.110369601
gsm-2,t_attached,1782200114.030939710
gsm-2,t_test0,1782200114.033531066
gsm-2,t_testN,1782200206.115110690
gsm-2,t_teardown,1782200259.092781553
gsm-7,t0,1782201041.695645157
gsm-7,t_apply,1782201042.569257471
gsm-7,t_ready,1782201079.169125722
gsm-7,t_attached,1782201079.976650109
gsm-7,t_test0,1782201079.979746532
gsm-7,t_testN,1782201194.455077770
gsm-7,t_teardown,1782201245.674204996
gsm-5,t0,1782200636.065135493
gsm-5,t_apply,1782200637.644475417
gsm-5,t_ready,1782200674.118938268
gsm-5,t_attached,1782200674.960049814
gsm-5,t_test0,1782200674.961764422
gsm-5,t_testN,1782200776.712714241
gsm-5,t_teardown,1782200831.021467319
gsm-15,t0,1782203169.103400052
gsm-15,t_apply,1782203170.561292111
gsm-15,t_ready,1782203207.006634014
gsm-15,t_attached,1782203207.831138068
gsm-15,t_test0,1782203207.832352577
gsm-15,t_testN,1782203542.185814762
gsm-15,t_teardown,1782203595.944621391
