namespace,phase,unix_ts
gsm-9,t0,1782208152.553914881
gsm-9,t_apply,1782208153.489322210
gsm-9,t_ready,1782208191.078334933
gsm-9,t_attached,1782208195.428968463
gsm-9,t_test0,1782208195.431361867
gsm-9,t_testN,1782208385.793505834
gsm-9,t_teardown,1782208438.039372063
gsm-16,t0,1782210250.541815297
gsm-16,t_apply,1782210251.611004100
gsm-16,t_ready,1782210287.878977413
gsm-16,t_attached,1782210288.749846065
gsm-16,t_test0,1782210288.751484723
gsm-16,t_testN,1782210702.994998291
gsm-16,t_teardown,1782210763.288907516
gsm-10,t0,1782208438.124762881
gsm-10,t_apply,1782208439.545630157
gsm-10,t_ready,1782208476.220097444
gsm-10,t_attached,1782208477.075167553
gsm-10,t_test0,1782208477.078107875
gsm-10,t_testN,1782208676.085679077
gsm-10,t_teardown,1782208732.703181719
gsm-13,t0,1782209330.702857528
gsm-13,t_apply,1782209331.510552708
gsm-13,t_ready,1782209368.304029058
gsm-13,t_attached,1782209369.193995333
gsm-13,t_test0,1782209369.197007191
gsm-13,t_testN,1782209445.077226754
gsm-13,t_teardown,1782209504.079912124
gsm-8,t0,1782207879.753442085
gsm-8,t_apply,1782207880.486383605
gsm-8,t_ready,1782207916.955850806
gsm-8,t_attached,1782207917.965977911
gsm-8,t_test0,1782207917.968721120
gsm-8,t_testN,1782208098.062798862
gsm-8,t_teardown,1782208152.461600345
gsm-1,t0,1782206493.474349727
gsm-1,t_apply,1782206494.702536406
gsm-1,t_ready,1782206531.062034728
gsm-1,t_attached,1782206531.963477107
gsm-1,t_test0,1782206531.966329737
gsm-1,t_testN,1782206630.228467943
gsm-1,t_teardown,1782206680.830272014
gsm-3,t0,1782206863.294582979
gsm-3,t_apply,1782206864.454844443
gsm-3,t_ready,1782206901.422386834
gsm-3,t_attached,1782206902.465604046
gsm-3,t_test0,1782206902.467835104
gsm-3,t_testN,1782207000.839246207
gsm-3,t_teardown,1782207053.526337023
gsm-4,t0,1782207053.760550265
gsm-4,t_apply,1782207054.635295884
gsm-4,t_ready,1782207091.858211115
gsm-4,t_attached,1782207092.888575587
gsm-4,t_test0,1782207092.891209073
gsm-4,t_testN,1782207190.177217109
gsm-4,t_teardown,1782207245.103224605
gsm-14,t0,1782209504.162572643
gsm-14,t_apply,1782209505.546733278
gsm-14,t_ready,1782209541.827244363
gsm-14,t_attached,1782209543.182690282
gsm-14,t_test0,1782209543.184196132
gsm-14,t_testN,1782209775.350939972
gsm-14,t_teardown,1782209826.798513783
gsm-11,t0,1782208733.880833768
gsm-11,t_apply,1782208734.645537101
gsm-11,t_ready,1782208770.940684859
gsm-11,t_attached,1782208771.809974454
gsm-11,t_test0,1782208771.812053354
gsm-11,t_testN,1782208971.113508460
gsm-11,t_teardown,1782209025.371628149
gsm-12,t0,1782209025.460664946
gsm-12,t_apply,1782209026.551539003
gsm-12,t_ready,1782209062.854744536
gsm-12,t_attached,1782209065.797354262
gsm-12,t_test0,1782209065.799991020
gsm-12,t_testN,1782209277.236273529
gsm-12,t_teardown,1782209330.611705247
gsm-6,t0,1782207444.263717174
gsm-6,t_apply,1782207445.444066202
gsm-6,t_ready,1782207482.958562800
gsm-6,t_attached,1782207483.960828258
gsm-6,t_test0,1782207483.963081548
gsm-6,t_testN,1782207605.190660636
gsm-6,t_teardown,1782207658.865548685
gsm-2,t0,1782206680.915013368
gsm-2,t_apply,1782206681.662891424
gsm-2,t_ready,1782206717.952068496
gsm-2,t_attached,1782206718.823450564
gsm-2,t_test0,1782206718.825023863
gsm-2,t_testN,1782206811.890549602
gsm-2,t_teardown,1782206863.203621722
gsm-7,t0,1782207659.025087602
gsm-7,t_apply,1782207659.713571802
gsm-7,t_ready,1782207696.950386929
gsm-7,t_attached,1782207697.927331779
gsm-7,t_test0,1782207697.930539705
gsm-7,t_testN,1782207825.212639477
gsm-7,t_teardown,1782207879.648809201
gsm-5,t0,1782207245.199452202
gsm-5,t_apply,1782207246.424430402
gsm-5,t_ready,1782207283.042723951
gsm-5,t_attached,1782207287.369077459
gsm-5,t_test0,1782207287.370968521
gsm-5,t_testN,1782207391.660148337
gsm-5,t_teardown,1782207444.143504583
gsm-15,t0,1782209826.879672518
gsm-15,t_apply,1782209827.350247098
gsm-15,t_ready,1782209863.847764325
gsm-15,t_attached,1782209865.202276465
gsm-15,t_test0,1782209865.204194017
gsm-15,t_testN,1782210196.105514451
gsm-15,t_teardown,1782210250.449545970
