namespace,phase,unix_ts
gsm-1,t0,1780654499.103863874
gsm-1,t_apply,1780654501.769618554
gsm-1,t_ready,1780654534.327165642
gsm-1,t_attached,1780654534.642333319
gsm-1,t_test0,1780654534.643763378
gsm-1,t_testN,1780654944.221057968
gsm-1,t_teardown,1780655002.389748139
gsm-2,t0,1780654499.107776485
gsm-2,t_apply,1780654501.847391797
gsm-2,t_ready,1780654534.324435886
gsm-2,t_attached,1780654534.639441201
gsm-2,t_test0,1780654534.641020787
gsm-2,t_testN,1780654941.100679114
gsm-2,t_teardown,1780655000.280941486
