namespace,phase,unix_ts
gsm-1,t0,1780849242.432782877
gsm-1,t_apply,1780849245.146099139
gsm-1,t_ready,1780849281.623453454
gsm-1,t_attached,1780849281.955625714
gsm-1,t_test0,1780849281.957192062
gsm-1,t_testN,1780849622.997946953
gsm-1,t_teardown,1780849676.977278517
gsm-2,t0,1780849242.436082259
gsm-2,t_apply,1780849245.135638543
gsm-2,t_ready,1780849281.651379434
gsm-2,t_attached,1780849281.962092644
gsm-2,t_test0,1780849281.963360489
gsm-2,t_testN,1780849622.960355150
gsm-2,t_teardown,1780849678.023653986
