namespace,phase,unix_ts
tc-26-6-8-2-1,t0,1782198787.199675109
tc-26-6-8-2-1,t_apply,1782198788.635244097
tc-26-6-8-2-1,t_ready,1782198825.588070070
tc-26-6-8-2-1,t_attached,1782198828.207589572
tc-26-6-8-2-1,t_test0,1782198828.208881649
tc-26-6-8-2-1,t_testN,1782198929.186361034
tc-26-6-8-2-1,t_teardown,1782198997.307739203
tc-26-7-4-1-1,t0,1782198997.412413316
tc-26-7-4-1-1,t_apply,1782198998.381778533
tc-26-7-4-1-1,t_ready,1782199036.532220846
tc-26-7-4-1-1,t_attached,1782199037.495427999
tc-26-7-4-1-1,t_test0,1782199037.497610178
tc-26-7-4-1-1,t_testN,1782199240.424308928
tc-26-7-4-1-1,t_teardown,1782199297.110146597
tc-26-6-2-1-1-2,t0,1782198988.076082328
tc-26-6-2-1-1-2,t_apply,1782198988.739925434
tc-26-6-2-1-1-2,t_ready,1782199026.843527306
tc-26-6-2-1-1-2,t_attached,1782199027.720902032
tc-26-6-2-1-1-2,t_test0,1782199027.722456308
tc-26-6-2-1-1-2,t_testN,1782199223.108806591
tc-26-6-2-1-1-2,t_teardown,1782199282.034741054
tc-26-8-1-2-1-1-2,t0,1782198787.198397856
tc-26-8-1-2-1-1-2,t_apply,1782198788.872306772
tc-26-8-1-2-1-1-2,t_ready,1782198836.081611329
tc-26-8-1-2-1-1-2,t_attached,1782198837.326682141
tc-26-8-1-2-1-1-2,t_test0,1782198837.328142856
tc-26-8-1-2-1-1-2,t_testN,1782198927.431779273
tc-26-8-1-2-1-1-2,t_teardown,1782198987.981851757
tc-26-6-2-3-1-3,t0,1782199007.107469080
tc-26-6-2-3-1-3,t_apply,1782199008.137199535
tc-26-6-2-3-1-3,t_ready,1782199047.879216519
tc-26-6-2-3-1-3,t_attached,1782199050.442971620
tc-26-6-2-3-1-3,t_test0,1782199050.444446352
tc-26-6-2-3-1-3,t_testN,1782199260.863776272
tc-26-6-2-3-1-3,t_teardown,1782199315.617628773
tc-26-7-2-2-3,t0,1782198787.227963759
tc-26-7-2-2-3,t_apply,1782198788.861574491
tc-26-7-2-2-3,t_ready,1782198836.081611270
tc-26-7-2-2-3,t_attached,1782198843.629957350
tc-26-7-2-2-3,t_test0,1782198843.632684046
tc-26-7-2-2-3,t_testN,1782198943.032451043
tc-26-7-2-2-3,t_teardown,1782199006.986325470
tc-26-6-11-1-4,t0,1782198987.163586632
tc-26-6-11-1-4,t_apply,1782198988.393909070
tc-26-6-11-1-4,t_ready,1782199026.837521814
tc-26-6-11-1-4,t_attached,1782199027.720902109
tc-26-6-11-1-4,t_test0,1782199027.722599268
tc-26-6-11-1-4,t_testN,1782199219.153085974
tc-26-6-11-1-4,t_teardown,1782199276.051173809
tc-26-7-2-1-4,t0,1782198787.199708685
tc-26-7-2-1-4,t_apply,1782198788.702076497
tc-26-7-2-1-4,t_ready,1782198825.602198051
tc-26-7-2-1-4,t_attached,1782198830.773230532
tc-26-7-2-1-4,t_test0,1782198830.775136480
tc-26-7-2-1-4,t_testN,1782198927.275777590
tc-26-7-2-1-4,t_teardown,1782198987.064203874
tc-26-6-1-1-5,t0,1782199045.640201963
tc-26-6-1-1-5,t_apply,1782199046.409275101
tc-26-6-1-1-5,t_ready,1782199083.361568590
tc-26-6-1-1-5,t_attached,1782199087.698300101
tc-26-6-1-1-5,t_test0,1782199087.699672011
tc-26-6-1-1-5,t_testN,1782199499.159584269
tc-26-6-1-1-5,t_teardown,1782199553.015719847
tc-26-6-2-4-5,t0,1782198787.298030986
tc-26-6-2-4-5,t_apply,1782198788.676586117
tc-26-6-2-4-5,t_ready,1782198825.603032429
tc-26-6-2-4-5,t_attached,1782198828.201431729
tc-26-6-2-4-5,t_test0,1782198828.202788035
tc-26-6-2-4-5,t_testN,1782198988.156195499
tc-26-6-2-4-5,t_teardown,1782199045.550067740
tc-26-7-5-3-6,t0,1782199005.144569820
tc-26-7-5-3-6,t_apply,1782199006.619208403
tc-26-7-5-3-6,t_ready,1782199047.876694372
tc-26-7-5-3-6,t_attached,1782199050.195230410
tc-26-7-5-3-6,t_test0,1782199050.197455602
tc-26-7-5-3-6,t_testN,1782199257.362525551
tc-26-7-5-3-6,t_teardown,1782199312.243741715
tc-26-8-1-3-4-6-6,t0,1782198787.230054277
tc-26-8-1-3-4-6-6,t_apply,1782198788.838654904
tc-26-8-1-3-4-6-6,t_ready,1782198830.948228903
tc-26-8-1-3-4-6-6,t_attached,1782198832.829754243
tc-26-8-1-3-4-6-6,t_test0,1782198832.831067166
tc-26-8-1-3-4-6-6,t_testN,1782198939.244053472
tc-26-8-1-3-4-6-6,t_teardown,1782199005.045806016
tc-26-7-3-2-7,t0,1782199012.189205152
tc-26-7-3-2-7,t_apply,1782199012.861618917
tc-26-7-3-2-7,t_ready,1782199047.893601386
tc-26-7-3-2-7,t_attached,1782199053.205326263
tc-26-7-3-2-7,t_test0,1782199053.206760477
tc-26-7-3-2-7,t_testN,1782199283.888240565
tc-26-7-3-2-7,t_teardown,1782199336.414226510
tc-26-8-1-3-3-1-7,t0,1782198787.287392959
tc-26-8-1-3-3-1-7,t_apply,1782198788.539878450
tc-26-8-1-3-3-1-7,t_ready,1782198825.598792193
tc-26-8-1-3-3-1-7,t_attached,1782198828.202216747
tc-26-8-1-3-3-1-7,t_test0,1782198828.203657789
tc-26-8-1-3-3-1-7,t_testN,1782198950.312123202
tc-26-8-1-3-3-1-7,t_teardown,1782199012.091035490
tc-26-7-5-6-8,t0,1782198787.239081447
tc-26-7-5-6-8,t_apply,1782198788.750250932
tc-26-7-5-6-8,t_ready,1782198830.945396927
tc-26-7-5-6-8,t_attached,1782198832.559191496
tc-26-7-5-6-8,t_test0,1782198832.560873915
tc-26-7-5-6-8,t_testN,1782198953.509351455
tc-26-7-5-6-8,t_teardown,1782199014.435100577
tc-34-2-2-8,t0,1782199014.578023770
tc-34-2-2-8,t_apply,1782199015.783162720
tc-34-2-2-8,t_ready,1782199053.120337605
tc-34-2-2-8,t_attached,1782199057.479401983
tc-34-2-2-8,t_test0,1782199057.480911406
tc-34-2-2-8,t_testN,1782199391.125817310
tc-34-2-2-8,t_teardown,1782199446.204056167
