namespace,phase,unix_ts
gsm-1,t0,1780848232.421294611
gsm-1,t_apply,1780848235.226515503
gsm-1,t_ready,1780848266.784953139
gsm-1,t_attached,1780848267.121729057
gsm-1,t_test0,1780848267.123510031
gsm-1,t_testN,1780848673.739501452
gsm-1,t_teardown,1780848727.518177025
gsm-2,t0,1780848232.425546620
gsm-2,t_apply,1780848235.195998617
gsm-2,t_ready,1780848266.781546492
gsm-2,t_attached,1780848267.122295841
gsm-2,t_test0,1780848267.124255681
gsm-2,t_testN,1780848673.659281080
gsm-2,t_teardown,1780848729.264219736
