namespace,phase,unix_ts
gsm-3,t0,1781600313.225654564
gsm-3,t_apply,1781600314.278939902
gsm-3,t_ready,1781600437.482155414
gsm-3,t_attached,1781600560.949506356
gsm-3,t_test0,1781600560.950903000
gsm-3,t_testN,1781600681.134000112
gsm-3,t_teardown,1781600739.101742257
