namespace,phase,unix_ts
gsm-ser2-3,t0,1780040327.208590397
gsm-ser2-3,t_apply,1780040330.528691683
gsm-ser2-3,t_ready,1780040367.488268469
gsm-ser2-3,t_attached,1780040367.867679511
gsm-ser2-3,t_test0,1780040367.869628088
gsm-ser2-3,t_testN,1780040459.428555535
gsm-ser2-3,t_teardown,1780040511.490593547
