namespace,phase,unix_ts
gsm-1,t0,1781679842.741127092
gsm-1,t_apply,1781679844.516689259
gsm-1,t_ready,1781679940.080368527
gsm-1,t_attached,1781679953.297307367
gsm-1,t_test0,1781679953.298910677
gsm-1,t_testN,1781680370.475040340
gsm-1,t_teardown,1781680428.010647066
gsm-2,t0,1781679842.744218582
gsm-2,t_apply,1781679844.480613033
gsm-2,t_ready,1781679934.944353714
gsm-2,t_attached,1781680056.438688870
gsm-2,t_test0,1781680056.440046001
gsm-2,t_testN,1781680469.081049843
gsm-2,t_teardown,1781680521.980740365
gsm-3,t0,1781679842.744097249
gsm-3,t_apply,1781679843.891149624
gsm-3,t_ready,1781679921.577098501
gsm-3,t_attached,1781680043.855350517
gsm-3,t_test0,1781680043.856832357
gsm-3,t_testN,1781680347.382033763
gsm-3,t_teardown,1781680402.285736007
gsm-4,t0,1781679842.751743054
gsm-4,t_apply,1781679844.473384637
gsm-4,t_ready,1781679929.338958887
gsm-4,t_attached,1781680051.642322491
gsm-4,t_test0,1781680051.643468455
gsm-4,t_testN,1781680450.089305767
gsm-4,t_teardown,1781680498.015752177
gsm-5,t0,1781679842.750048057
gsm-5,t_apply,1781679844.035829028
gsm-5,t_ready,1781679924.208226246
gsm-5,t_attached,1781680045.389141694
gsm-5,t_test0,1781680045.390861091
gsm-5,t_testN,1781680390.338024056
gsm-5,t_teardown,1781680446.105352746
gsm-6,t0,1781679842.751573602
gsm-6,t_apply,1781679844.392116603
gsm-6,t_ready,1781679924.270628256
gsm-6,t_attached,1781680045.383590949
gsm-6,t_test0,1781680045.385087513
gsm-6,t_testN,1781680430.096658820
gsm-6,t_teardown,1781680481.132975354
gsm-7,t0,1781679842.751608206
gsm-7,t_apply,1781679844.487549454
gsm-7,t_ready,1781679928.631254327
gsm-7,t_attached,1781679951.367507551
gsm-7,t_test0,1781679951.368906428
gsm-7,t_testN,1781680240.646917617
gsm-7,t_teardown,1781680298.024749411
gsm-8,t0,1781679842.751717680
gsm-8,t_apply,1781679843.585833416
gsm-8,t_ready,1781679912.009419318
gsm-8,t_attached,1781680039.105360298
gsm-8,t_test0,1781680039.106490211
gsm-8,t_testN,1781680370.681318943
gsm-8,t_teardown,1781680424.031410291
gsm-9,t0,1781679842.753307549
gsm-9,t_apply,1781679844.428850180
gsm-9,t_ready,1781679923.168889154
gsm-9,t_attached,1781680046.879474457
gsm-9,t_test0,1781680046.880561831
gsm-9,t_testN,1781680482.109838190
gsm-9,t_teardown,1781680536.546627235
gsm-10,t0,1781679842.838402078
gsm-10,t_apply,1781679844.743508791
gsm-10,t_teardown,1781680101.190224038
gsm-11,t0,1781679842.838523969
gsm-11,t_apply,1781679844.737910154
gsm-11,t_teardown,1781680103.346254533
gsm-12,t0,1781679842.840339290
gsm-12,t_apply,1781679844.598813388
gsm-12,t_ready,1781679931.217174207
gsm-12,t_attached,1781680053.080107842
gsm-12,t_test0,1781680053.081588046
gsm-12,t_testN,1781680582.332747782
gsm-12,t_teardown,1781680635.981210082
gsm-13,t0,1781679842.840486912
gsm-13,t_apply,1781679844.693047412
gsm-13,t_teardown,1781680138.285742514
gsm-14,t0,1781679842.841707005
gsm-14,t_apply,1781679844.651593793
gsm-14,t_ready,1781679943.951721032
gsm-14,t_attached,1781679957.017519311
gsm-14,t_test0,1781679957.019012709
gsm-14,t_testN,1781680652.862318361
gsm-14,t_teardown,1781680707.975594257
gsm-15,t0,1781679842.852374297
gsm-15,t_apply,1781679844.640336996
gsm-15,t_ready,1781679945.945676313
gsm-15,t_attached,1781679958.829102820
gsm-15,t_test0,1781679958.831430649
gsm-15,t_testN,1781682041.453240588
gsm-15,t_teardown,1781682095.000228391
gsm-16,t0,1781679842.854446017
gsm-16,t_apply,1781679844.554140948
gsm-16,t_ready,1781679933.517558497
gsm-16,t_attached,1781679952.892693593
gsm-16,t_test0,1781679952.894346418
gsm-16,t_testN,1781680731.195723336
gsm-16,t_teardown,1781680778.312073883
