namespace,phase,unix_ts
gsm-9,t0,1782714093.071350097
gsm-9,t_apply,1782714093.817132189
gsm-9,t_ready,1782714131.957710616
gsm-9,t_attached,1782714252.542666169
gsm-9,t_test0,1782714252.544951849
gsm-9,t_testN,1782714366.954134601
gsm-9,t_teardown,1782714420.506585898
