namespace,phase,unix_ts
gsm-1,t0,1780913247.144630957
gsm-1,t_teardown,1780913270.095804641
gsm-2,t0,1780913247.149175320
gsm-2,t_teardown,1780913267.085800903
gsm-3,t0,1780913247.148831508
gsm-3,t_teardown,1780913264.208958342
gsm-4,t0,1780913247.148694238
gsm-4,t_teardown,1780913269.097103987
gsm-5,t0,1780913247.153622786
gsm-5,t_teardown,1780913266.099692081
gsm-6,t0,1780913247.155496154
gsm-6,t_teardown,1780913272.509657760
gsm-7,t0,1780913247.155782823
gsm-7,t_teardown,1780913263.332122634
gsm-8,t0,1780913247.157919273
gsm-8,t_teardown,1780913265.136694033
