namespace,phase,unix_ts
tc-26-6-2-3-1-1,t0,1782283171.624491424
tc-26-6-2-3-1-1,t_apply,1782283172.509219517
tc-26-6-2-3-1-1,t_ready,1782283207.590693412
tc-26-6-2-3-1-1,t_attached,1782283212.594769340
tc-26-6-2-3-1-1,t_test0,1782283212.597602727
tc-26-6-2-3-1-1,t_testN,1782283289.263892522
tc-26-6-2-3-1-1,t_teardown,1782283343.312388053
tc-26-8-1-2-1-1-1,t0,1782282970.443004208
tc-26-8-1-2-1-1-1,t_apply,1782282971.826348404
tc-26-8-1-2-1-1-1,t_ready,1782283019.951396670
tc-26-8-1-2-1-1-1,t_attached,1782283021.647428054
tc-26-8-1-2-1-1-1,t_test0,1782283021.648931598
tc-26-8-1-2-1-1-1,t_testN,1782283114.784718276
tc-26-8-1-2-1-1-1,t_teardown,1782283171.467091256
tc-26-6-8-2-2,t0,1782282970.352466518
tc-26-6-8-2-2,t_apply,1782282971.805365397
tc-26-6-8-2-2,t_ready,1782283009.457530391
tc-26-6-8-2-2,t_attached,1782283012.206200516
tc-26-6-8-2-2,t_test0,1782283012.207621950
tc-26-6-8-2-2,t_testN,1782283115.452111074
tc-26-6-8-2-2,t_teardown,1782283172.733992594
tc-26-7-3-2-2,t0,1782283172.834963510
tc-26-7-3-2-2,t_apply,1782283173.502453091
tc-26-7-3-2-2,t_ready,1782283212.943638671
tc-26-7-3-2-2,t_attached,1782283214.040709616
tc-26-7-3-2-2,t_test0,1782283214.042134024
tc-26-7-3-2-2,t_testN,1782283446.105252970
tc-26-7-3-2-2,t_teardown,1782283496.877182400
tc-26-7-2-2-3,t0,1782282970.552779005
tc-26-7-2-2-3,t_apply,1782282971.953874357
tc-26-7-2-2-3,t_ready,1782283025.189170606
tc-26-7-2-2-3,t_attached,1782283029.430470776
tc-26-7-2-2-3,t_test0,1782283029.432292590
tc-26-7-2-2-3,t_testN,1782283223.610772177
tc-26-7-2-2-3,t_teardown,1782283279.843627721
tc-26-7-2-1-4,t0,1782282970.454163922
tc-26-7-2-1-4,t_apply,1782282971.900308497
tc-26-7-2-1-4,t_ready,1782283019.957326180
