namespace,phase,unix_ts
gsm-57,t0,1782486451.197384395
gsm-57,t_apply,1782486452.491013473
gsm-57,t_ready,1782486491.398653956
gsm-57,t_attached,1782486492.257350024
gsm-57,t_test0,1782486492.258798376
gsm-57,t_testN,1782486673.110515921
gsm-57,t_teardown,1782486736.940677583
gsm-1,t0,1782484378.934858470
gsm-1,t_apply,1782484379.914882580
gsm-1,t_ready,1782484422.950209060
gsm-1,t_attached,1782484424.497566673
gsm-1,t_test0,1782484424.499210673
gsm-1,t_testN,1782484576.103964523
gsm-1,t_teardown,1782484633.382074996
gsm-25,t0,1782485070.093279679
gsm-25,t_apply,1782485071.403390924
gsm-25,t_ready,1782485108.952201388
gsm-25,t_attached,1782485111.370384790
gsm-25,t_test0,1782485111.372634960
gsm-25,t_testN,1782485203.685961184
gsm-25,t_teardown,1782485259.193236873
gsm-9,t0,1782484633.465088821
gsm-9,t_apply,1782484634.326381909
gsm-9,t_ready,1782484673.101085510
gsm-9,t_attached,1782484674.759566023
gsm-9,t_test0,1782484674.765022562
gsm-9,t_testN,1782484783.009346526
gsm-9,t_teardown,1782484844.549929457
gsm-17,t0,1782484844.635594250
gsm-17,t_apply,1782484845.515792891
gsm-17,t_ready,1782484882.848591067
gsm-17,t_attached,1782484887.652684415
gsm-17,t_test0,1782484887.655443626
gsm-17,t_testN,1782485009.553335087
gsm-17,t_teardown,1782485070.000628309
gsm-33,t0,1782485259.277698583
gsm-33,t_apply,1782485260.522807374
gsm-33,t_ready,1782485297.921272098
gsm-33,t_attached,1782485303.208563987
gsm-33,t_test0,1782485303.209999308
gsm-33,t_testN,1782486043.872150870
gsm-33,t_teardown,1782486102.664519793
gsm-41,t0,1782486102.757712473
gsm-41,t_apply,1782486103.332389410
gsm-41,t_ready,1782486146.994058839
gsm-41,t_attached,1782486147.849468138
gsm-41,t_test0,1782486147.852204309
gsm-41,t_testN,1782486224.488612688
gsm-41,t_teardown,1782486279.987260297
gsm-49,t0,1782486280.081126879
gsm-49,t_apply,1782486281.391570727
gsm-49,t_ready,1782486324.446777374
gsm-49,t_attached,1782486331.627872038
gsm-49,t_test0,1782486331.629304222
gsm-49,t_testN,1782486395.119659463
gsm-49,t_teardown,1782486451.107289479
gsm-58,t0,1782486075.287100586
gsm-58,t_apply,1782486076.393303008
gsm-58,t_ready,1782486116.408497442
gsm-58,t_attached,1782486118.564573859
gsm-58,t_test0,1782486118.565997657
gsm-58,t_testN,1782486735.659979435
