namespace,pod,container,restarts,oom_killed,exit_code
gsm-33,msc-test-stub-5b875d749d-9wkgd,msc-test-stub,1,false,137
gsm-33,osmo-bsc-594654bd47-tc68g,osmo-bsc,0,false,
gsm-33,osmo-bts-virtual-5f8b9b86fc-cpbbm,osmo-bts-virtual,0,false,
gsm-33,osmo-hlr-546bdb8988-rdmcs,osmo-hlr,0,false,
gsm-33,osmo-mgw-8c8fc67d6-5hwxn,osmo-mgw,0,false,
gsm-33,osmo-mobile-694cbdf78b-l8trc,mobile,0,false,
gsm-33,osmo-stp-768687f494-wdcn4,osmo-stp,0,false,
gsm-33,ttcn3-tc-26-7-4-2-2-1-1-pn6gs,ttcn3,0,false,
gsm-33,virtphy-6786748445-bpfl6,virtphy,0,false,
