namespace,phase,unix_ts
gsm-1,t0,1780848730.208483285
gsm-1,t_apply,1780848733.013315301
gsm-1,t_ready,1780848769.914224674
gsm-1,t_attached,1780848770.213307829
gsm-1,t_test0,1780848770.214659853
gsm-1,t_testN,1780849185.987715423
gsm-1,t_teardown,1780849240.140947787
gsm-2,t0,1780848730.208387620
gsm-2,t_apply,1780848733.143297870
gsm-2,t_ready,1780848769.914187090
gsm-2,t_attached,1780848770.216014880
gsm-2,t_test0,1780848770.217282526
gsm-2,t_testN,1780849185.974387305
gsm-2,t_teardown,1780849241.329174830
