namespace,phase,unix_ts
gsm-1,t0,1780849986.884355549
gsm-1,t_apply,1780849989.669515820
gsm-1,t_ready,1780850026.614650028
gsm-1,t_attached,1780850026.966471448
gsm-1,t_test0,1780850026.967956201
gsm-1,t_testN,1780850243.142477048
gsm-1,t_teardown,1780850304.631949988
gsm-2,t0,1780849986.887806729
gsm-2,t_apply,1780849989.458159287
gsm-2,t_ready,1780850026.100399857
gsm-2,t_attached,1780850026.505717922
gsm-2,t_test0,1780850026.507124364
gsm-2,t_testN,1780850239.368215615
gsm-2,t_teardown,1780850298.000652973
gsm-3,t0,1780849986.892797077
gsm-3,t_apply,1780849989.655574454
gsm-3,t_ready,1780850026.625254471
gsm-3,t_attached,1780850026.963456717
gsm-3,t_test0,1780850026.965088557
gsm-3,t_testN,1780850230.105597862
gsm-3,t_teardown,1780850291.134518378
gsm-4,t0,1780849986.892657810
gsm-4,t_apply,1780849989.676707096
gsm-4,t_ready,1780850026.367531907
gsm-4,t_attached,1780850026.656576033
gsm-4,t_test0,1780850026.657894756
gsm-4,t_testN,1780850226.291723793
gsm-4,t_teardown,1780850284.990837656
