namespace,pod,container,restarts,oom_killed,exit_code
gsm-2,msc-test-stub-589b74d577-cdn5s,msc-test-stub,4,false,137
gsm-2,osmo-bsc-594654bd47-9x2pk,osmo-bsc,0,false,
gsm-2,osmo-bts-virtual-5f8b9b86fc-9csvq,osmo-bts-virtual,0,false,
gsm-2,osmo-hlr-76d9565554-cvbw2,osmo-hlr,0,false,
gsm-2,osmo-mgw-8c8fc67d6-7jrkp,osmo-mgw,0,false,
gsm-2,osmo-mobile-6b5b79f646-bh6hc,mobile,0,false,
gsm-2,osmo-stp-768687f494-swwzc,osmo-stp,0,false,
gsm-2,ttcn3-tc-26-2-3-1-vt7gr,ttcn3,0,false,
gsm-2,ttcn3-tc-26-2-3-2-br6sz,ttcn3,0,false,
gsm-2,ttcn3-tc-26-2-3-3-q7q74,ttcn3,0,false,
gsm-2,ttcn3-tc-26-2-3-4-w6tlw,ttcn3,0,false,
gsm-2,virtphy-5875655b57-78sn5,virtphy,0,false,
