namespace,phase,unix_ts
gsm-1,t0,1782902169.406108272
gsm-1,t_apply,1782902170.008379880
gsm-1,t_ready,1782902207.399191966
gsm-1,t_attached,1782902208.284232579
gsm-1,t_test0,1782902208.285780963
gsm-1,t_testN,1782902404.093621429
gsm-1,t_teardown,1782902458.204529327
gsm-2,t0,1782902169.404127370
gsm-2,t_apply,1782902170.059110738
gsm-2,t_ready,1782902207.400783069
gsm-2,t_attached,1782902217.749935329
gsm-2,t_test0,1782902217.752645634
gsm-2,t_testN,1782902391.182564718
gsm-2,t_teardown,1782902443.027914689
gsm-3,t0,1782902169.404654483
gsm-3,t_apply,1782902170.080020917
gsm-3,t_ready,1782902207.402334987
gsm-3,t_attached,1782902211.391837594
gsm-3,t_test0,1782902211.393880785
gsm-3,t_testN,1782902345.391103384
gsm-3,t_teardown,1782902400.217278509
