namespace,phase,unix_ts
gsm-cal,t0,1781162770.614500965
gsm-cal,t_apply,1781162771.288182467
gsm-cal,t_ready,1781162807.883397985
gsm-cal,t_attached,1781162808.229624380
gsm-cal,t_test0,1781162808.231644841
gsm-cal,t_testN,1781162932.231233369
gsm-cal,t_teardown,1781162978.253897000
