namespace,phase,unix_ts
gsm-1,t0,1780913581.481086816
gsm-1,t_apply,1780913585.012648625
gsm-1,t_ready,1780913628.173650399
gsm-1,t_attached,1780913628.482270174
gsm-1,t_test0,1780913628.483672430
gsm-1,t_testN,1780913842.606235110
gsm-1,t_teardown,1780913897.982316451
gsm-2,t0,1780913581.484846659
gsm-2,t_apply,1780913585.070829686
gsm-2,t_ready,1780913628.169258848
gsm-2,t_attached,1780913628.481071679
gsm-2,t_test0,1780913628.482362870
gsm-2,t_testN,1780913960.092223430
gsm-2,t_teardown,1780914013.566412027
gsm-3,t0,1780913581.484374849
gsm-3,t_apply,1780913584.883276993
gsm-3,t_ready,1780913628.172211968
gsm-3,t_attached,1780913628.487322086
gsm-3,t_test0,1780913628.488617253
gsm-3,t_testN,1780913831.297928294
gsm-3,t_teardown,1780913893.053949652
gsm-4,t0,1780913581.485000610
gsm-4,t_apply,1780913585.022373581
gsm-4,t_ready,1780913622.951999532
gsm-4,t_attached,1780913623.980004597
gsm-4,t_test0,1780913623.981560840
gsm-4,t_testN,1780915439.292568294
gsm-4,t_teardown,1780915487.216534698
gsm-5,t0,1780913581.488705204
gsm-5,t_apply,1780913584.830278267
gsm-5,t_ready,1780913621.626266146
gsm-5,t_attached,1780913621.948860284
gsm-5,t_test0,1780913621.950515456
gsm-5,t_testN,1780914897.374996246
gsm-5,t_teardown,1780914949.879745171
gsm-6,t0,1780913581.489799050
gsm-6,t_apply,1780913585.020899137
gsm-6,t_ready,1780913628.171729401
gsm-6,t_attached,1780913628.478307836
gsm-6,t_test0,1780913628.480305254
gsm-6,t_testN,1780914072.074976027
gsm-6,t_teardown,1780914124.194464781
gsm-7,t0,1780913581.490472239
gsm-7,t_apply,1780913584.850015783
gsm-7,t_ready,1780913628.169294825
gsm-7,t_attached,1780913628.488940630
gsm-7,t_test0,1780913628.490256051
gsm-7,t_testN,1780913936.675465728
gsm-7,t_teardown,1780913986.113960096
gsm-8,t0,1780913581.489145079
gsm-8,t_apply,1780913585.062716514
gsm-8,t_ready,1780913628.174428162
gsm-8,t_attached,1780913628.483438882
gsm-8,t_test0,1780913628.484969727
gsm-8,t_testN,1780913919.081235844
gsm-8,t_teardown,1780913973.269785338
