namespace,phase,unix_ts
gsm-1,t0,1782711745.709393390
gsm-1,t_apply,1782711746.711885342
gsm-1,t_ready,1782711785.486872879
gsm-1,t_attached,1782711906.701972179
gsm-1,t_test0,1782711906.703257074
gsm-1,t_testN,1782711999.636307857
gsm-1,t_teardown,1782712058.249664611
gsm-9,t0,1782712058.335915584
gsm-9,t_apply,1782712059.679639149
gsm-9,t_ready,1782712093.217061483
gsm-9,t_attached,1782712214.390339781
gsm-9,t_test0,1782712214.391951346
gsm-9,t_testN,1782712322.575260375
gsm-9,t_teardown,1782712376.640084490
gsm-2,t0,1782711745.694973132
gsm-2,t_apply,1782711746.992046898
gsm-2,t_ready,1782711794.665889285
gsm-2,t_attached,1782711918.116330070
gsm-2,t_test0,1782711918.117638279
gsm-2,t_testN,1782712032.182858865
gsm-2,t_teardown,1782712090.113644159
gsm-10,t0,1782712090.191363149
gsm-10,t_apply,1782712091.585438132
gsm-10,t_ready,1782712128.090323130
gsm-10,t_attached,1782712249.284687088
gsm-10,t_test0,1782712249.285970527
gsm-10,t_testN,1782712344.858216698
gsm-10,t_teardown,1782712398.151277092
gsm-3,t0,1782711745.708510255
gsm-3,t_apply,1782711746.797924527
gsm-3,t_ready,1782711784.410775980
gsm-3,t_attached,1782711906.150222007
gsm-3,t_test0,1782711906.151807161
gsm-3,t_testN,1782712006.109906521
gsm-3,t_teardown,1782712072.267162102
gsm-4,t0,1782711745.708548764
gsm-4,t_apply,1782711746.932393135
gsm-4,t_ready,1782711789.533441491
gsm-4,t_attached,1782711911.484380809
gsm-4,t_test0,1782711911.485839048
gsm-4,t_testN,1782711994.078616881
gsm-4,t_teardown,1782712050.504931870
gsm-5,t0,1782711745.708407492
gsm-5,t_apply,1782711747.056772377
gsm-5,t_ready,1782711799.884589686
gsm-5,t_attached,1782711921.250323146
gsm-5,t_test0,1782711921.251908963
gsm-5,t_testN,1782712001.082402444
gsm-5,t_teardown,1782712067.358474597
gsm-6,t0,1782711745.708779421
gsm-6,t_apply,1782711747.008758830
gsm-6,t_ready,1782711794.660160506
gsm-6,t_attached,1782711918.136913627
gsm-6,t_test0,1782711918.138797868
gsm-6,t_testN,1782712032.362929074
gsm-6,t_teardown,1782712087.010674880
gsm-7,t0,1782711745.708317544
gsm-7,t_apply,1782711746.784845840
gsm-7,t_ready,1782711784.396254864
gsm-7,t_attached,1782711906.138707490
gsm-7,t_test0,1782711906.139999335
gsm-7,t_testN,1782712017.125037839
gsm-7,t_teardown,1782712081.340239004
gsm-8,t0,1782711745.724079779
gsm-8,t_apply,1782711746.854792167
gsm-8,t_ready,1782711789.528987202
gsm-8,t_attached,1782711911.475159003
gsm-8,t_test0,1782711911.476677396
gsm-8,t_testN,1782712008.370750636
gsm-8,t_teardown,1782712074.515335705
