namespace,phase,unix_ts
gsm-1,t0,1780656618.815812826
gsm-1,t_apply,1780656621.859601674
gsm-1,t_ready,1780656659.708216606
gsm-1,t_attached,1780656660.117226304
gsm-1,t_test0,1780656660.118619157
gsm-1,t_testN,1780656859.732249348
gsm-1,t_teardown,1780656918.003618783
gsm-2,t0,1780656618.821919441
gsm-2,t_apply,1780656621.864189442
gsm-2,t_ready,1780656659.692473153
gsm-2,t_attached,1780656660.114962757
gsm-2,t_test0,1780656660.116689550
gsm-2,t_testN,1780656859.747892314
gsm-2,t_teardown,1780656917.895764189
gsm-3,t0,1780656618.819154645
gsm-3,t_apply,1780656621.574707767
gsm-3,t_ready,1780656657.948585849
gsm-3,t_attached,1780656658.373128846
gsm-3,t_test0,1780656658.374365882
gsm-3,t_testN,1780656770.834037889
gsm-3,t_teardown,1780656823.160591720
gsm-4,t0,1780656618.821188828
gsm-4,t_apply,1780656621.577276797
gsm-4,t_ready,1780656657.955431858
gsm-4,t_attached,1780656658.368481480
gsm-4,t_test0,1780656658.370117458
gsm-4,t_testN,1780656862.876526224
gsm-4,t_teardown,1780656921.132502461
