namespace,phase,unix_ts
gsm-1,t0,1780917119.189784243
gsm-1,t_apply,1780917123.086651456
gsm-1,t_ready,1780917161.235424987
gsm-1,t_attached,1780917161.575596520
gsm-1,t_test0,1780917161.576956202
gsm-1,t_testN,1780932639.923469083
gsm-1,t_teardown,1780932640.324650601
gsm-2,t0,1780917119.190375621
gsm-2,t_apply,1780917123.852382655
gsm-2,t_ready,1780917166.437546679
gsm-2,t_attached,1780917166.730967167
gsm-2,t_test0,1780917166.732367757
gsm-2,t_testN,1780920365.590714659
gsm-2,t_teardown,1780920416.008136508
gsm-3,t0,1780917119.194164184
gsm-3,t_apply,1780917123.461590054
gsm-3,t_ready,1780917166.435147356
gsm-3,t_attached,1780917166.727647563
gsm-3,t_test0,1780917166.728935451
gsm-3,t_testN,1780932649.880191202
gsm-3,t_teardown,1780932650.292477833
gsm-4,t0,1780917119.194644675
gsm-4,t_apply,1780917123.856544970
gsm-4,t_ready,1780917167.959528596
gsm-4,t_attached,1780917172.362689204
gsm-4,t_test0,1780917172.364885175
gsm-4,t_testN,1780934703.942237329
gsm-4,t_teardown,1780934704.394509822
gsm-5,t0,1780917119.195853830
gsm-5,t_apply,1780917123.707495272
gsm-5,t_ready,1780917166.439541761
gsm-5,t_attached,1780917166.724673323
gsm-5,t_test0,1780917166.725858753
gsm-5,t_testN,1780934789.742328386
gsm-5,t_teardown,1780934790.186178482
gsm-6,t0,1780917119.195898248
gsm-6,t_apply,1780917123.454173678
gsm-6,t_ready,1780917166.445506695
gsm-6,t_attached,1780917166.733788201
gsm-6,t_test0,1780917166.735186102
gsm-6,t_testN,1780932772.508419612
gsm-6,t_teardown,1780932772.961190166
gsm-7,t0,1780917119.198048214
gsm-7,t_apply,1780917123.452178555
gsm-7,t_ready,1780917166.439114557
gsm-7,t_attached,1780917166.731593577
gsm-7,t_test0,1780917166.733398404
gsm-7,t_testN,1780934651.957640890
gsm-7,t_teardown,1780934652.398745696
gsm-8,t0,1780917119.201281434
gsm-8,t_apply,1780917123.447216737
gsm-8,t_ready,1780917166.443257927
gsm-8,t_attached,1780917166.730665171
gsm-8,t_test0,1780917166.731963148
gsm-8,t_testN,1780930634.202949613
gsm-8,t_teardown,1780930634.624145588
