namespace,phase,unix_ts
gsm-1,t0,1782719287.887506519
gsm-1,t_apply,1782719288.567360095
gsm-1,t_ready,1782719325.581739558
gsm-1,t_attached,1782719329.876284915
gsm-1,t_test0,1782719329.878009434
gsm-1,t_testN,1782719344.215325849
gsm-1,t_teardown,1782719404.131555048
gsm-2,t0,1782719287.887501557
gsm-2,t_apply,1782719288.636580168
gsm-2,t_ready,1782719325.581035249
gsm-2,t_attached,1782719329.874325949
gsm-2,t_test0,1782719329.876209726
gsm-2,t_testN,1782719344.284192597
gsm-2,t_teardown,1782719401.268769221
gsm-3,t0,1782719287.889225381
gsm-3,t_apply,1782719288.645696235
gsm-3,t_ready,1782719325.588341838
gsm-3,t_attached,1782719329.876100906
gsm-3,t_test0,1782719329.878007543
gsm-3,t_testN,1782719344.140176122
gsm-3,t_teardown,1782719400.131191902
