namespace,phase,unix_ts
gsm-1,t0,1781603147.477068314
gsm-1,t_apply,1781603148.262072171
gsm-1,t_ready,1781603190.068453592
gsm-1,t_attached,1781603221.898717566
gsm-1,t_test0,1781603221.903238849
gsm-1,t_testN,1781603751.904068875
gsm-1,t_teardown,1781603804.330364786
gsm-2,t0,1781603147.477348354
gsm-2,t_apply,1781603148.072090796
gsm-2,t_ready,1781603192.613195673
gsm-2,t_attached,1781603217.959545368
gsm-2,t_test0,1781603217.960631220
gsm-2,t_testN,1781603398.250067776
gsm-2,t_teardown,1781603455.464294305
gsm-3,t0,1781603147.482151028
gsm-3,t_apply,1781603148.590478524
gsm-3,t_ready,1781603207.480628651
gsm-3,t_attached,1781603216.326010685
gsm-3,t_test0,1781603216.327410632
gsm-3,t_testN,1781603316.107816956
gsm-3,t_teardown,1781603372.288329376
gsm-4,t0,1781603147.481688015
gsm-4,t_apply,1781603148.346184809
gsm-4,t_ready,1781603200.078467895
gsm-4,t_attached,1781603207.205014931
gsm-4,t_test0,1781603207.206650146
gsm-4,t_testN,1781603306.184080459
gsm-4,t_teardown,1781603360.161593300
gsm-5,t0,1781603147.484097164
gsm-5,t_apply,1781603148.440930366
gsm-5,t_ready,1781603195.255269056
gsm-5,t_attached,1781603206.154374150
gsm-5,t_test0,1781603206.155623066
gsm-5,t_testN,1781603404.960656784
gsm-5,t_teardown,1781603459.556778284
gsm-6,t0,1781603147.485394129
gsm-6,t_apply,1781603148.479643185
gsm-6,t_ready,1781603200.951550160
gsm-6,t_attached,1781603209.792433483
gsm-6,t_test0,1781603209.795107523
gsm-6,t_testN,1781603313.254734721
gsm-6,t_teardown,1781603369.875887584
gsm-7,t0,1781603147.485335205
gsm-7,t_apply,1781603148.589066350
gsm-7,t_ready,1781603206.096161874
gsm-7,t_attached,1781603212.045074890
gsm-7,t_test0,1781603212.046461772
gsm-7,t_testN,1781603336.180765437
gsm-7,t_teardown,1781603380.987017483
gsm-8,t0,1781603147.488978999
gsm-8,t_apply,1781603148.483483333
gsm-8,t_ready,1781603206.092294028
gsm-8,t_attached,1781603208.292059156
gsm-8,t_test0,1781603208.293395328
gsm-8,t_testN,1781603531.500461757
gsm-8,t_teardown,1781603586.377616089
