namespace,phase,unix_ts
gsm-1,t0,1782982785.902207839
gsm-1,t_apply,1782982786.680122111
gsm-1,t_ready,1782982824.352956342
gsm-1,t_attached,1782982828.330346366
gsm-1,t_test0,1782982828.333029087
gsm-1,t_testN,1782982976.943768530
gsm-1,t_teardown,1782983030.554964516
gsm-2,t0,1782982785.904904821
gsm-2,t_apply,1782982786.809190418
gsm-2,t_ready,1782982834.947167518
gsm-2,t_attached,1782982836.245806919
gsm-2,t_test0,1782982836.247297725
gsm-2,t_testN,1782982941.823611350
gsm-2,t_teardown,1782983008.108712170
gsm-3,t0,1782982785.905062828
gsm-3,t_apply,1782982786.558207589
gsm-3,t_ready,1782982824.341851480
gsm-3,t_attached,1782982825.165778998
gsm-3,t_test0,1782982825.168167301
gsm-3,t_testN,1782983576.308629946
gsm-3,t_teardown,1782983629.342639143
gsm-4,t0,1782982785.906405569
gsm-4,t_apply,1782982786.764189745
gsm-4,t_ready,1782982834.951925947
gsm-4,t_attached,1782982836.253834086
gsm-4,t_test0,1782982836.255344645
gsm-4,t_testN,1782982945.383404037
gsm-4,t_teardown,1782983007.228611275
gsm-5,t0,1782982785.908273448
gsm-5,t_apply,1782982786.836401441
gsm-5,t_ready,1782982834.951374376
gsm-5,t_attached,1782982836.230907085
gsm-5,t_test0,1782982836.232541286
gsm-5,t_testN,1782982941.931238402
gsm-5,t_teardown,1782983006.132662259
gsm-6,t0,1782982785.910622976
gsm-6,t_apply,1782982786.596691480
gsm-6,t_ready,1782982824.355905215
gsm-6,t_attached,1782982825.173733107
gsm-6,t_test0,1782982825.175453717
gsm-6,t_testN,1782982943.971324168
gsm-6,t_teardown,1782983009.075396582
gsm-7,t0,1782982785.911681463
gsm-7,t_apply,1782982786.850571752
gsm-7,t_ready,1782982834.950902556
gsm-7,t_attached,1782982836.442113050
gsm-7,t_test0,1782982836.443681255
gsm-7,t_testN,1782982938.846005115
gsm-7,t_teardown,1782982996.181375860
gsm-8,t0,1782982785.912668907
gsm-8,t_apply,1782982786.721280051
gsm-8,t_ready,1782982829.729922429
gsm-8,t_attached,1782982833.862422775
gsm-8,t_test0,1782982833.863565588
gsm-8,t_testN,1782982940.687676138
gsm-8,t_teardown,1782983005.240383964
