namespace,phase,unix_ts
gsm-1,t0,1781600313.223985926
gsm-1,t_apply,1781600314.007058668
gsm-1,t_ready,1781600409.682168443
gsm-1,t_attached,1781600533.962529362
gsm-1,t_test0,1781600533.963992275
gsm-1,t_testN,1781601116.162799316
gsm-1,t_teardown,1781601173.176867637
gsm-2,t0,1781600313.222833955
gsm-2,t_apply,1781600314.217008512
gsm-2,t_ready,1781600425.331545519
gsm-2,t_attached,1781600554.077711294
gsm-2,t_test0,1781600554.078878352
gsm-2,t_testN,1781600753.432513280
gsm-2,t_teardown,1781600809.485009783
gsm-3,t0,1781600313.225654564
gsm-3,t_apply,1781600314.278939902
gsm-3,t_ready,1781600437.482155414
gsm-3,t_attached,1781600560.949506356
gsm-3,t_test0,1781600560.950903000
gsm-3,t_testN,1781600681.134000112
gsm-3,t_teardown,1781600739.101742257
gsm-4,t0,1781600313.230367328
gsm-4,t_apply,1781600314.331087702
gsm-4,t_ready,1781600437.482050142
gsm-4,t_attached,1781600560.951563818
gsm-4,t_test0,1781600560.952858753
gsm-4,t_testN,1781600660.808275224
gsm-4,t_teardown,1781600717.143304128
gsm-5,t0,1781600313.228243979
gsm-5,t_apply,1781600314.071237324
gsm-5,t_ready,1781600410.945925521
gsm-5,t_attached,1781600533.959264785
gsm-5,t_test0,1781600533.960712768
gsm-5,t_testN,1781600766.252885220
gsm-5,t_teardown,1781600822.655523500
gsm-6,t0,1781600313.230373169
gsm-6,t_apply,1781600314.322455771
gsm-6,t_ready,1781600432.263478698
gsm-6,t_attached,1781600554.073472642
gsm-6,t_test0,1781600554.075126988
gsm-6,t_testN,1781600675.413556144
gsm-6,t_teardown,1781600737.316306522
gsm-7,t0,1781600313.234722388
gsm-7,t_apply,1781600314.333778522
gsm-7,t_ready,1781600427.137343119
gsm-7,t_attached,1781600550.956603429
gsm-7,t_test0,1781600550.958266738
gsm-7,t_testN,1781600675.536190767
gsm-7,t_teardown,1781600735.581868766
gsm-8,t0,1781600313.233456835
gsm-8,t_apply,1781600314.272614550
gsm-8,t_ready,1781600427.343558858
gsm-8,t_attached,1781600554.071399038
gsm-8,t_test0,1781600554.072559576
gsm-8,t_testN,1781602361.123547186
gsm-8,t_teardown,1781602418.398242126
