namespace,pod,container,restarts,oom_killed,exit_code
gsm-8,bsc-stub-8457dd7754-6z7bk,bsc-stub,0,false,
gsm-8,msc-test-stub-5b875d749d-cr588,msc-test-stub,0,false,
gsm-8,osmo-bsc-594654bd47-d8rtz,osmo-bsc,0,false,
gsm-8,osmo-bts-virtual-6f6bd7c469-7kg5s,osmo-bts-virtual,0,false,
gsm-8,osmo-bts-virtual-n56-7c5589df67-52lfk,osmo-bts-virtual-n56,0,false,
gsm-8,osmo-hlr-546bdb8988-stdx6,osmo-hlr,0,false,
gsm-8,osmo-mgw-8c8fc67d6-v4gfq,osmo-mgw,0,false,
gsm-8,osmo-mobile-7f88cc47b4-hp2sv,mobile,0,false,
gsm-8,osmo-stp-768687f494-qhtx5,osmo-stp,0,false,
gsm-8,ttcn3-tc-26-6-5-3-2-1-rpd5l,ttcn3,0,false,
gsm-8,virtphy-86b4bdf559-8f2jc,virtphy,0,false,
