namespace,phase,unix_ts
gsm-1,t0,1781603898.815582741
gsm-1,t_apply,1781603899.779662381
gsm-1,t_ready,1781603953.381263747
gsm-1,t_attached,1781603994.885760030
gsm-1,t_test0,1781603994.887646607
gsm-1,t_testN,1781604539.161876435
gsm-1,t_teardown,1781604593.267889867
gsm-2,t0,1781603898.817793594
gsm-2,t_apply,1781603899.842064235
gsm-2,t_ready,1781603961.767847764
gsm-2,t_attached,1781603977.432140534
gsm-2,t_test0,1781603977.433623358
gsm-2,t_testN,1781604155.905306256
gsm-2,t_teardown,1781604211.387911263
gsm-3,t0,1781603898.815146618
gsm-3,t_apply,1781603900.043154527
gsm-3,t_ready,1781603971.688566325
gsm-3,t_attached,1781604010.021410597
gsm-3,t_test0,1781604010.023145486
gsm-3,t_testN,1781604122.085503381
gsm-3,t_teardown,1781604180.022007125
gsm-4,t0,1781603898.816984368
gsm-4,t_apply,1781603900.032403475
gsm-4,t_ready,1781603977.946174936
gsm-4,t_attached,1781603991.212428166
gsm-4,t_test0,1781603991.214635214
gsm-4,t_testN,1781604089.893297129
gsm-4,t_teardown,1781604144.427056401
gsm-5,t0,1781603898.820036412
gsm-5,t_apply,1781603899.903527526
gsm-5,t_ready,1781603961.151533167
gsm-5,t_attached,1781603981.568399345
gsm-5,t_test0,1781603981.569941522
gsm-5,t_testN,1781604181.094788692
gsm-5,t_teardown,1781604235.223382369
gsm-6,t0,1781603898.820787349
gsm-6,t_apply,1781603899.664736443
gsm-6,t_ready,1781603951.174413424
gsm-6,t_attached,1781604010.108222583
gsm-6,t_test0,1781604010.109856990
gsm-6,t_testN,1781604114.741449227
gsm-6,t_teardown,1781604171.709010483
gsm-7,t0,1781603898.821146313
gsm-7,t_apply,1781603900.008720736
gsm-7,t_ready,1781603963.695873233
gsm-7,t_attached,1781603981.241890803
gsm-7,t_test0,1781603981.243656255
gsm-7,t_testN,1781604131.229936085
gsm-7,t_teardown,1781604185.592717889
gsm-8,t0,1781603898.823269590
gsm-8,t_apply,1781603899.971531010
gsm-8,t_ready,1781603967.592568734
gsm-8,t_attached,1781603984.626690579
gsm-8,t_test0,1781603984.628015826
gsm-8,t_testN,1781604309.336667672
gsm-8,t_teardown,1781604364.152094309
